X0,X1,X2,X3,X4,X5,Y0-,Y1-
4.593612844565894,7.70688202251968,2.795287670832169,0.6381958058715271,2.422324387093611,6.9194890749086735,[-217.28698403  142.46522102],"[ -5.15024743   1.05008248   0.55663459 -10.26351661  -0.82997426
  -0.81329955]"
6.569407412644778,7.133321293831004,1.2742976730629132,2.0731593302668037,2.0201660225789206,4.142893943468721,[-553.16678297  121.20785159],[-5.85136435  1.28378812 -0.71804306 -8.41527823  0.26280196 -0.27574214]
6.82081736971683,2.632536067234409,2.5610257503634957,3.3636827871462356,1.8425641188380504,7.511340347535441,[-584.95871996  131.14228687],[-3.72667672  0.57555891 -3.09414065 -1.53839542 -0.11090471 -1.21274954]
6.229268780464111,3.6816773103814593,4.118258543603748,3.4719230985434932,3.149573094646593,4.6230659781029075,[-464.61896506  112.66539051],[-3.95547305  0.65182435 -2.27379574 -3.40788158  0.18060632 -0.16135952]
3.811766246944458,4.787787817378565,3.403915556642368,2.1698150370753586,2.4616088639741043,6.526055568156721,[-101.09887173  102.396132  ],[-3.29977703  0.43325901 -0.51198921 -6.2757986  -0.4167593  -0.70398015]
9.679931983686426,2.9536374035389104,4.410498761769075,1.111779830473276,3.52944776253949,9.384515725067477,[-1501.81472968   223.63974774],[-5.31678469  1.1055949  -4.36314729 -0.59049011 -0.22467835 -1.41620766]
4.3457028946133835,3.790957983124834,3.669791089866202,0.9375856740654107,1.1845741024975296,6.864350211392355,[-157.30581581   96.12544925],[-3.06833044  0.35611015 -1.27737246 -4.51358553 -0.65344856 -1.54003035]
0.0068867562689911566,4.15556564907848,2.245867226526809,5.580293465505667,4.5474960085081335,5.490080967816626,[-120.59321384  104.27307703],[-1.0812262  -0.30625793  1.07433945 -7.2299051   0.53725243 -0.97120622]
8.514473776200779,5.187610769439365,4.512372970483771,1.3207582154910562,1.3065708753951877,5.3656884639339655,[-1090.72916306   152.01122141],[-5.85104227  1.28368076 -2.6634315  -4.52417927 -0.09799245 -1.05834767]
5.466159306970601,5.785311554572704,1.498130566182966,2.6609141745186515,4.95265172030178,6.212222000871953,[-332.34983263  135.79404804],[-4.62573543  0.87524514 -0.84042388 -6.94488768  0.22913149 -1.50626769]
7.752544922996837,8.25214775515447,4.2685387109333135,2.918584174966516,3.2707705776244564,4.982474255508381,[-883.39288334  190.46144155],[-7.00234634  1.66744878 -0.75019858 -9.50194917  0.13194366 -0.26394774]
0.13483191576037168,6.514517091280161,2.3217637939033184,3.235574652580845,2.301478706054976,0.8179380151242455,[-111.37741659   64.28246986],"[ -2.3246745    0.10822483   2.18984259 -10.70435968  -0.07610525
   0.6735325 ]"
3.6107510727144874,3.44631899426852,2.5417544521879174,0.34903759611533114,3.359858030747332,7.100302169588967,[-88.23027728  93.19991774],[-2.52853503  0.17617834 -1.08221604 -4.36410296 -0.86024336 -0.80744999]
6.022120314733991,6.61854580214616,2.918472194685233,4.658466701118545,2.670580957048596,0.519492379638179,[-432.67221567  117.69174856],[-5.32033306  1.10677769 -0.70178726 -7.91675855  0.16627837  0.84299768]
1.015103292082642,0.5583012245277075,2.862080000391364,2.9231131126184002,3.928085444186472,5.3318481389890815,[-39.52974516  61.93668698],[ 0.21329774 -0.73776591 -1.22840103 -1.32990019 -0.26446624 -0.54829768]
2.7960752368494743,2.2113114489637953,4.64499404134315,2.6287568208390195,3.5153130991096466,4.377030475361413,[-37.3811365   72.71008909],[-1.50369334 -0.16543555 -1.29238189 -2.91892956  0.33369055 -0.16064452]
3.782771533486934,5.500102264738068,2.6064738143487265,5.020401983433881,4.18022882509778,6.284883313903714,[-105.44340808  133.53269852],[-3.6414369   0.54714563 -0.14133463 -7.35876763  0.29381621 -0.91945585]
4.370439614163509,3.4866153969318336,2.498511890718306,4.657400371577403,4.641384327067325,1.4972406442528319,[-158.6220174    82.97534725],[-2.92852751  0.30950917 -1.44191211 -4.04470329  0.22722267 -0.04784579]
3.9342446976633036,2.512868713575677,3.907568868705148,4.855607863592328,1.0171725975713075,1.6168907911521757,[-102.98191452   64.28778863],[-2.22355671  0.0745189  -1.71068799 -2.80218072  0.41982228 -0.38712382]
6.176343634530449,6.847560111670612,3.2668900375476833,1.0450127029461171,4.738776589808175,3.485099288122125,[-487.39418363  131.40284286],[-5.51195187  1.17065062 -0.66439176 -8.18316835 -0.72093925 -0.62711083]
1.2792505131815735,8.154617901624428,4.5190183209425525,5.621519705520599,1.2617628240709728,1.7654947337289573,[-65.94765296 124.86630246],"[ -3.71693421   0.5723114    2.43768369 -12.5923016    0.98223409
  -0.1967408 ]"
6.800267280437939,1.5172958901386513,4.272399242898626,2.525821910365475,2.7388959813231097,4.009643322595618,[-592.20270943   96.75778429],[-3.15878159  0.38626053 -3.6414857   0.12418981  0.03620544 -0.01945466]
5.595451822007572,0.49915437850060584,2.1275079338997176,1.3524186098586077,4.4155118573482355,0.5838085330440146,[-345.3810653    57.75113966],[-2.0473031   0.0157677  -3.54814872  1.04899434 -0.47158475  0.35312941]
5.637483605081592,4.80520639004434,3.2433488406714996,5.217342807934952,1.5748437874667185,2.0055364322711267,[-345.49634023   99.11351686],[-4.221345    0.74044833 -1.41613861 -5.38906778  0.31914037 -0.00915167]
5.263412720621492,7.506201040295714,4.847045187584765,5.7669734239630195,2.1667099120036686,9.496854936402343,[-315.8479783   235.68328257],[-5.38480688  1.12826896  0.12139416 -9.6275952   1.29463734 -1.54780683]
7.174209562742354,5.037226480011375,3.9424634339134244,4.830442192009884,4.871227597143717,3.6814515611069054,[-702.86998807  153.00106706],[-5.10571802  1.03523934 -2.06849154 -4.96873494  0.42966988 -0.79573607]
7.7700281932940065,6.537054120167123,1.8743564324034523,3.698869897822025,1.571099791414826,0.26467949450027395,[-854.09682736  122.83967504],[-6.15354116  1.38451372 -1.61648704 -6.92056708  0.24148583  0.42339117]
6.368439518603346,9.826745435255154,1.0434757721415329,5.497336321437126,4.684448855245625,1.9440143239259133,[-554.15860937  194.15474884],"[ -7.09759248   1.69919749   0.72915296 -12.55589839   1.33133084
  -0.19534557]"
9.723266199612663,0.18643834294284733,3.321603806266667,3.091986709044666,3.2634162599065197,8.787660783803792,[-1505.84741117   203.04296624],[-3.95485227  0.65161742 -5.76841393  3.58197559 -0.20114607 -1.21426223]
1.2882978855040073,1.261770175550243,4.1309967309623055,5.340477999676782,3.144347295871375,7.5570359740421855,[-29.40622789 115.8333273 ],[-0.27503403 -0.57498866 -1.01326385 -2.24850632  0.6549079  -0.89446803]
7.788673508467639,4.172019238171928,4.093230488726023,3.248694309983554,2.558787439717029,4.47005808013702,[-854.99854564  131.9065425 ],[-4.98034637  0.99344879 -2.80832714 -3.3636921   0.1109618  -0.16618165]
1.0797825593048704,6.00545228977183,2.1871586410968105,1.4517551421481403,2.5319792574846893,8.706900632340272,[-47.46350944 126.34368108],[-2.54261742  0.18087247  1.46283487 -9.46828716 -0.47188345 -1.23148601]
4.636298345313405,8.058717705233628,4.747357336040378,1.8545851519548462,4.897962332526392,3.2232917943120984,[-244.29938659  146.79472616],"[ -5.34750803   1.11583601   0.71120968 -10.76992739   0.2269607
  -0.7063882 ]"
0.8717844099120142,1.1528397943927948,3.571582444749077,3.418921680644588,4.4097485731217985,5.621006966480309,[-51.11651447  77.57587606],[-0.0123121  -0.66256263 -0.85947231 -2.29336749 -0.06359296 -0.9020995 ]
3.755508301846274,4.292248965210096,4.8993400355083585,2.6099972606992807,1.1724237841722802,5.1048487139326255,[-99.46633055  90.77692019],[-3.02387863  0.34129288 -0.73162967 -5.5606193   0.55437246 -1.11122088]
9.826820026406576,2.3500009917218656,3.8486020578728946,3.717684363834454,2.6361570174756896,1.7101674874072503,[-1542.47153943   140.59580798],[-5.08841051  1.02947017 -4.73840952  0.38840853  0.10945245  0.5393627 ]
9.703291614985725,6.374216060358733,4.5669421278573985,2.130408102998935,4.104891131774394,8.891242700112073,[-1528.51010773   256.08442559],[-7.03875384  1.67958461 -2.66453778 -5.70967828  0.14642893 -1.52800678]
1.9022054459956828,3.9023616293131704,3.359375675321858,0.7085142391160701,3.6858304718259536,4.282630244387504,[-27.47229155  62.56047728],"[-1.90228354e+00 -3.25721541e-02  7.80916587e-05 -5.90243972e+00
 -7.90583721e-01 -1.88248420e-01]"
0.27050809973441337,1.6156552835519256,4.386389591886189,3.3294973823237233,1.2570176616561204,8.780375189786328,[-86.90954299 111.68456497],[ 0.05691831 -0.68563944 -0.32742641 -3.28822888  0.31289337 -1.95459066]
0.28284753443553745,3.4572677359305173,4.076428721739189,0.8100790693692028,4.116782552336479,6.6104533953790146,[-105.19328671   89.95219482],[-0.87005764 -0.37664745  0.5872101  -6.04447784 -0.50780553 -0.96441417]
9.560910552274189,8.993800831644839,1.8040833003414254,4.414172729906857,2.3871471423415582,2.774885460433235,[-1480.83972576   208.43756223],[-8.27735569  2.0924519  -1.28355486 -9.71024597  0.46109737  0.21238148]
1.394095300506878,7.363843341871961,3.129018435103238,0.3049080348466764,2.930859707691576,5.438633231052213,[-59.86347136 104.2220858 ],"[ -3.37896932   0.45965644   1.98487402 -11.34871736  -0.91961155
  -0.3608534 ]"
5.704991277008753,5.315680722640205,3.2740448212563162,2.8231083718975727,2.8587376807878377,6.353656451902899,[-364.17900724  128.03402882],[-4.510336    0.83677867 -1.19465528 -6.12102545 -0.27544777 -0.59340287]
1.3705683335496222,5.469921577134294,3.4940526684006707,4.690135267288864,4.378181122737147,5.3802320951679174,[-40.05365442 114.11963983],[-2.42024496  0.14008165  1.04967662 -8.5195982   0.23355583 -0.81990383]
4.87097942207229,5.623115886187641,1.4030903111921993,4.865191144067788,2.8625706604215853,4.067555914691954,[-223.57024675  105.72394199],[-4.24704765  0.74901588 -0.62393177 -6.99918412  0.85382792 -0.02161068]
5.853033982529652,8.658711776149842,3.294366078002823,0.1375531817682314,2.006824610621184,5.58871952700285,[-436.6815212   155.36419613],"[ -6.25587288   1.41862429   0.4028389  -11.06155067  -0.94394886
  -0.64377922]"
6.486952437224013,2.3105471857444035,1.5689187332492378,5.682398388101683,2.0371024571187326,7.6664386206925785,[-507.64470827  145.0944052 ],[-3.39874981  0.46624994 -3.08820263 -1.22234456  0.932598   -1.14840257]
2.619598925868786,2.4479056973914783,3.17721581535121,0.061628158475611095,3.081000552677405,5.099804898887282,[-34.37979501  58.45361362],[-1.53375231 -0.1554159  -1.08584661 -3.36205908 -0.9767416  -0.2765915 ]
6.737269923006748,9.821514131312384,4.13208761957913,1.7469044477751423,2.9682085441932577,2.088549725393313,[-640.97949869  175.15107101],"[ -7.27939203   1.75979734   0.5421221  -12.36363624  -0.24286829
   0.47760989]"
8.65844519858237,5.507625354901053,2.393259554593204,2.526585956173289,1.8367964520722557,2.0964003450686097,[-1125.48809663   125.18265381],[-6.08303528  1.36101176 -2.57540992 -4.93221543 -0.27632002  0.13763929]
8.216313300539749,7.876823653181938,3.450469675308397,3.284659051517732,2.737257088181749,1.8529269428035877,[-1010.135409    163.1727958],[-7.04656848  1.68218949 -1.16974482 -8.70707883 -0.12810451  0.5195098 ]
5.7232337502164174,3.3251061175259986,3.70880771135135,1.4198279217999397,3.3799551587190604,4.262767444504513,[-367.97675892   89.17818438],[-3.52416993  0.50805664 -2.19906382 -3.1260423  -0.51944093 -0.10178334]
8.421087065525846,1.991530578054499,2.3553501530154763,1.7604092091018904,2.422933433587766,7.18821994825321,[-1039.63652981   141.06872878],[-4.20630882  0.73543627 -4.21477824  0.22324767 -0.45600434 -0.88030644]
1.9185709729072031,4.803060574027437,3.736675649543695,5.504352121970953,4.5744512722960184,8.334386583417105,[-30.55208656 161.39854681],[-2.36081577  0.12027192  0.4422448  -7.24530537  0.51176078 -1.70332085]
0.5820058272880158,1.7659684673261322,2.434255917791409,2.096176496010126,1.5855235985674332,9.913806281407226,[-56.34692946 114.57437325],[-0.17398715 -0.60867095 -0.40801868 -3.35794979 -0.39593928 -1.97863744]
7.6324162317963395,2.538173981034345,2.784866157530116,0.5542248531588239,2.760135077731921,7.240306273280358,[-811.54963549  132.79912997],[-4.08529511  0.69509837 -3.54712113 -0.99105286 -0.84987314 -0.82446036]
3.177042985779851,7.260781447456751,4.457820901450636,4.467272458421441,2.721803939643696,2.5339323546605783,[-77.45105394 116.47026963],"[ -4.21891222   0.73963741   1.04186923 -10.30265068   0.64812856
   0.34716865]"
0.08952059864713924,0.7844727057663337,2.2582501693122774,0.6069056318910993,3.2816767888888494,0.15872881960973806,[-111.02812703   16.88603702],[ 0.56300335 -0.85433445 -0.65252395 -2.13194876 -0.71072539  0.94048234]
8.701584303882324,2.564948305824336,3.7775425272412617,5.766236590296681,3.046944824625292,1.8144719666018183,[-1138.12428844   142.39202245],[-4.6332663   0.87775543 -4.068318   -0.49663031  0.59270224  0.54583105]
0.19637322287065384,9.44024598034136,1.5578397382707099,4.145110716875454,3.941078754332766,6.3260380804848015,[-145.66618556  164.31647366],"[ -3.8183096    0.6061032    3.62193638 -15.06218236   0.55623423
  -0.80291683]"
6.5293434497893434,9.686425824816325,3.833697818719418,2.2849679515616668,1.2139514773367925,9.976979986431772,[-582.9718976   257.39129649],"[ -7.10788464   1.70262821   0.57854119 -12.26496701  -0.254995
  -2.29173733]"
5.556604999342266,7.3533843264303025,2.3588433107022855,2.03227646046307,2.5379641315428985,1.6187361935098876,[-352.97842652  103.70397834],[-5.45499466  1.15166489 -0.10161034 -9.25177399 -0.38916041  0.54194667]
2.6933255145229884,2.4471906850085814,4.125102325731907,3.096715570254779,3.628259067526333,3.0677109252626455,[-29.70741927  62.42397528],[-1.5702581  -0.1432473  -1.12306741 -3.32412327  0.0906427   0.1343949 ]
8.031543155303929,1.8153436401916312,4.886759032045838,0.8662483535298893,2.198370807695617,5.132109377805261,[-935.88530658  123.60333891],[-3.9234434   0.6411478  -4.10809976  0.29275612  0.106527   -0.44367968]
7.365016871189124,0.3876830705237033,1.2423466883436447,2.474713644846334,4.726135996927541,0.8965386365958483,[-738.45403643   85.20154758],[-2.87634997  0.29211666 -4.4886669   2.10098383  0.3910147   0.03097897]
0.9871341858803884,5.29074690394896,3.446140065976431,5.708863034855281,4.523032226705118,8.900906035456163,[-57.79201429 173.11738398],[-2.13894054  0.04631351  1.15180636 -8.44255326  0.476976   -1.8051333 ]
8.561683223901479,1.6778966356090108,4.966622411508804,0.15038494407065617,1.383227107337734,5.57117535862141,[-1107.1964113    133.75902266],[-4.11978993  0.70659664 -4.44189329  0.76399666  0.00449716 -1.04628249]
5.333308039351634,5.092797463205737,3.330912741422997,5.7473204242461176,2.0157193406485057,3.6201677553161984,[-296.85692693  115.67617143],[-4.21305275  0.73768425 -1.12025529 -5.97254218  0.46420592 -0.14724404]
3.5612856892965192,0.2440210898386852,4.304584924647701,4.55246889804674,4.630704185101747,4.9679701711158355,[-88.43130331  98.12087537],[-0.90265339 -0.3657822  -2.6586323   0.41461121  0.56360268 -0.90679158]
3.196988746362929,3.448718512341636,2.857839667826912,4.343548082375084,1.4314323833764475,3.99318272534119,[-41.67406422  67.14256088],[-2.32285363  0.10761788 -0.87413512 -4.5745834   0.09093941 -0.61339677]
1.476375251796137,3.5090791877058978,3.514477575935089,2.382211352612963,2.335643278597952,9.033670196502056,[-19.85567247 119.58223093],[-1.49272722 -0.16909093  0.01635197 -5.52543116 -0.33827537 -1.36876001]
8.273558018265382,8.994986093146155,2.4427532477218423,4.0441948665274845,2.9791123505198582,2.5608919505433017,[-1038.86846147   187.11737062],"[ -7.63427206   1.87809069  -0.63928596 -10.35570013   0.0886797
   0.35966794]"
4.509575634792146,1.0710492887217682,1.0284046506561557,2.32773435930386,4.648294044017067,5.788323973612486,[-174.41952472   83.0707143 ],[-1.79031246 -0.06989585 -2.71926317 -0.35178612  0.55373065 -1.12629931]
1.7021170220722481,0.2243805039325497,2.16967945052918,1.3744901331358867,3.8892116730115798,3.8462400385089612,[-21.98017748  39.46381088],[ 0.03675124 -0.67891708 -1.73886826 -0.48551224 -0.48401941 -0.15923436]
0.9757375986669969,7.922987431646708,3.8275172461068787,2.4674778510586957,4.936216924603066,6.189480902924282,[-87.14689838 147.14004029],"[ -3.44936252   0.48312084   2.47362492 -12.39661235  -0.21193434
  -1.48460422]"
0.034960503218323113,1.8419726589905083,2.419934571382859,1.981293269549831,4.481868357684265,3.5120839219511204,[-114.77427655   45.59756931],[ 0.06153342 -0.68717781 -0.09649392 -3.74547874 -0.42055771 -0.42700444]
9.829057438187364,9.147624583278143,2.197724077633717,1.175367471952467,2.1002123203858454,5.446083554368776,[-1594.06560548   220.57160333],[-8.48834101  2.16278034 -1.34071643 -9.80690816 -0.54524647 -0.56392536]
4.194890126327886,9.400584327515393,1.613518354560639,5.55274853159219,1.914318047413091,1.225819997921862,[-178.83062532  144.57179486],"[ -5.79773723   1.26591241   1.6028471  -13.00343143   0.86876997
   0.39886867]"
1.806458371888161,1.7042542519974713,4.294461681086602,2.39820456786307,2.210979843657382,9.48829330321655,[-15.90962315 125.27770236],[-0.75535631 -0.41488123 -1.05110206 -2.65315219  0.0184589  -1.52771153]
1.5316350771789078,2.9936891644860673,2.898979060488829,1.3919348858361378,1.0390492318423714,2.0013435374092037,[-16.88121063  26.7346424 ],[-1.26266212 -0.24577929 -0.26897296 -4.72471621 -0.64946497 -0.46166786]
5.165320703327971,7.766712567807463,4.936526170584704,4.39098721969983,1.5417137554545604,5.728243795420219,[-299.6789158   165.84207976],"[ -5.46601664   1.15533888   0.30069593 -10.0674085    1.03528021
  -0.96371064]"
7.920402823078562,1.9657260639943563,4.32444091054659,1.4256862255187919,2.930437680049934,4.399193052250235,[-897.6860028   115.27059475],[-3.94306444  0.64768815 -3.97733838  0.01161232 -0.20504251 -0.10100799]
5.754799132092789,2.0955109347232383,1.7636204933660862,5.342435149908168,1.4737177486202295,3.6478759264132665,[-355.08169229   84.63969248],[-2.92515503  0.30838501 -2.8296441  -1.26586684  0.71776736 -0.49435336]
2.810458916611267,4.737425798521848,1.3424139251711016,0.17678292031281395,1.616816259954101,7.539327402882159,[-39.02928982  91.63076237],[-2.77394236  0.25798079 -0.03651656 -6.70090924 -0.26890637 -1.36313117]
5.848915087915697,0.09190443679242044,3.923498372434862,1.4200502172855727,2.546191561574586,4.233195943105125,[-391.58820449   76.03167559],[-1.97040976 -0.00986341 -3.87850533  1.78660089 -0.43177513 -0.10978451]
5.27381985235087,1.4362995159923242,4.21820601270967,3.515256653411452,3.957344535013373,8.118695175384266,[-287.60288163  141.60021056],[-2.35505968  0.11835323 -2.91876017 -0.51753935  0.24982064 -1.25880093]
5.628007679854735,3.411524467073531,3.6800567788832144,1.0764986526316125,3.854583385339826,4.671183486001089,[-354.93160522   94.69240511],[-3.51976607  0.50658869 -2.10824161 -3.30328286 -0.61525603 -0.35037406]
8.1510496843188,6.868929981930924,3.775975098332658,2.829751411746858,1.066609407627837,8.163409722328813,[-978.67174096  203.66620497],[-6.50998983  1.50332994 -1.64105985 -7.22787013 -0.14202781 -1.97535223]
9.723015121443204,6.397139401474952,3.726921312485554,4.298675418335109,1.2183089988252904,4.881156686536751,[-1518.03186474   193.13893581],[-7.06007726  1.68669242 -2.66293786 -5.73420154  0.2067725  -1.01389488]
5.041359656498229,7.053524273763625,2.6954710900896695,2.826041886851743,3.4577521653439134,5.931842908514607,[-267.07816716  137.56239934],"[-5.04744197e+00  1.01581399e+00  6.08230863e-03 -9.05960658e+00
 -2.70305064e-01 -5.35344988e-01]"
8.238930665483931,3.2521747914869,2.3990987579182175,0.8037163323536123,2.143490626087974,6.409512708340736,[-988.15561536  130.5346594 ],[-4.74555273  0.91518424 -3.49337794 -1.75879685 -0.70880034 -0.78578025]
5.613081841204075,8.116210308641739,1.623117856419217,5.876647876008439,3.28386589444805,1.8491828960039935,[-372.89316486  148.75231196],"[ -5.86464607   1.28821536   0.25156423 -10.36777454   0.94311308
   0.51755931]"
7.502198081204262,2.073244553240113,2.2381800804962513,4.098467291775236,2.5637627779328986,7.583997229282825,[-760.84809763  146.4780968 ],[-3.78772132  0.59590711 -3.71447676 -0.35876779  0.16970922 -0.94357504]
1.70015910050903,2.4004508865970164,4.212990627991534,1.6827143679601622,4.558370857341632,5.870083216681872,[-30.76309967  84.47014495],[-1.05030499 -0.316565   -0.64985411 -3.75059678 -0.21148484 -1.07465074]
0.5307649989887919,1.2644178681050589,1.491235262321148,4.529022166524334,3.040861038108485,8.522199558789813,[-59.19365859 106.49100959],[ 0.10240857 -0.70080286 -0.63317357 -2.6312443   0.7013483  -1.1309673 ]
8.24274223370007,0.5664788309332258,2.9648847849628917,1.9186408733580926,1.2332203430318658,6.67054835823091,[-984.59796761  126.7524702 ],[-3.40461053  0.46820351 -4.8381317   2.27165287 -0.52003151 -1.44801468]
6.000076552125103,8.493239966383339,1.0987546032593674,0.8593063040937943,2.0305673130391964,5.625543221027454,[-453.11325418  145.8516529 ],"[ -6.24665826   1.41555275   0.24658171 -10.73982167   0.11851009
  -0.64133574]"
2.537307249986087,1.8080319399653344,3.0301731102325498,3.8813003614045183,3.8195158883265385,9.764392482385706,[-19.33969106 143.88541132],[-1.17266959 -0.2757768  -1.36463766 -2.44339428 -0.02944731 -1.60899969]
7.265651192791837,8.95603933018741,4.745182062864064,2.1034495706617813,2.634669342149802,6.201501143540123,[-761.85898134  205.34167962],"[ -7.11084526   1.70361509  -0.15480593 -10.8012334    0.2872775
  -0.58374191]"
7.492158979808998,3.9171999987734907,1.373312667071898,5.277925400238922,4.932532230642964,3.0645946675207734,[-775.00817774  134.9410009 ],[-4.70467949  0.90155983 -2.78747949 -3.12972051  0.98100927 -0.69981887]
4.924357843653232,4.917556559252026,2.0955881485402017,2.5186816785982833,4.04809402065222,1.650237156575135,[-234.99435074   78.27725765],[-3.9209572   0.64031907 -1.00340064 -5.91415592 -0.16583938  0.31281544]
5.564350402767092,6.171357548177258,1.406562680661874,0.31245361166553853,4.772011808009966,6.226964019848914,[-363.0064333   132.67087283],[-4.86785398  0.95595133 -0.69649643 -7.47486112 -0.28712597 -1.34174747]
9.671356396541507,7.296927040660325,2.121829504642284,3.7179141557785096,4.5515587374005975,8.229066024757364,[-1513.25180347   253.53953948],[-7.48414172  1.82804724 -2.18721468 -7.10971236  0.12227439 -1.65910014]
1.8892879103299987,5.349328649871124,3.9031638357419034,2.742300424247812,4.7544050831195745,2.2884550155280934,[-35.63015758  82.78101941],[-2.61930828  0.20643609  0.73002037 -8.07934902 -0.11049867 -0.34159805]
0.9041154357165326,2.4486367963918845,2.132732067022584,1.7563067996145985,2.810183187192954,9.188746382742432,[-39.81935372 106.77659616],[-0.67637612 -0.44120796 -0.22773932 -4.22089748 -0.37288488 -1.3061942 ]
7.51347262661932,8.61094965131667,2.7557785927396314,0.8150345049357934,1.3582466121272687,4.691129609454548,[-817.01926971  162.71085258],"[ -7.06221114   1.68740371  -0.45126149 -10.15968816  -0.78133035
  -0.84662095]"
