DATA, AA, ACAP, AEXP, B, CPLX, DOCU, ETAT, FLEX, KLOC, LTEX, PCAP, PCON, PLEX, PMAT, PR, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, EFFORT-, MONTHS-, DEFECTS-, RISKS-
4.628, 3.985, 3.969, 3.81, 6.186, 2.75, 4.573, 5.116, 4.634, 116.288, 1.145, 3.832, 2.961, 1.468, 2.867, 2.514, 2.783, 2.834, 2.493, 4.476, 3.607, 3.0, 1.773, 3.145, 4.218, 3.312, 2.0, 649.054, 25.052, 3617.948, 0.268
3.728, 3.811, 3.656, 3.286, 3.263, 2.444, 4.382, 3.623, 2.656, 83.298, 2.171, 4.628, 1.15, 3.033, 2.378, 5.228, 4.221, 4.844, 2.605, 3.591, 2.468, 3.0, 4.026, 3.157, 1.768, 3.371, 2.0, 288.912, 20.458, 1702.494, 0.536
3.578, 5.409, 4.283, 4.368, 5.389, 1.872, 3.645, 1.671, 1.625, 100.803, 2.79, 3.183, 4.056, 1.088, 2.224, 3.452, 3.86, 3.311, 2.14, 2.977, 4.566, 3.0, 1.243, 3.031, 3.018, 3.713, 2.0, 551.123, 25.394, 3311.07, 1.072
3.064, 5.735, 3.461, 3.213, 4.626, 3.718, 2.951, 1.111, 1.995, 19.913, 2.337, 3.204, 2.33, 2.142, 2.592, 4.528, 3.054, 3.101, 1.269, 4.95, 4.355, 3.0, 2.629, 3.463, 1.311, 3.998, 2.0, 93.212, 14.609, 1056.393, 1.34
3.602, 3.169, 4.949, 2.814, 7.445, 3.234, 3.984, 4.536, 4.417, 155.971, 2.587, 3.17, 2.716, 1.153, 2.111, 4.982, 2.099, 2.524, 1.086, 2.926, 3.842, 3.0, 1.161, 3.961, 1.147, 3.482, 2.0, 865.306, 29.436, 9854.235, 2.681
2.051, 5.834, 3.387, 2.7, 9.327, 1.432, 4.353, 4.263, 2.964, 23.893, 1.475, 3.182, 4.779, 1.353, 2.883, 4.701, 4.578, 3.185, 2.741, 1.477, 3.902, 3.0, 1.276, 3.978, 2.504, 3.795, 2.0, 191.008, 18.33, 493.882, 0.536
3.125, 4.506, 4.611, 3.583, 6.031, 2.723, 4.146, 3.229, 4.697, 62.761, 2.843, 3.268, 2.237, 3.133, 2.713, 5.839, 1.295, 4.049, 1.011, 2.838, 5.094, 3.0, 1.946, 3.809, 2.271, 3.945, 2.0, 393.82, 22.78, 2286.238, 1.877
4.128, 3.309, 4.007, 2.051, 7.984, 1.606, 4.879, 4.512, 4.575, 298.166, 3.14, 3.028, 4.412, 1.993, 2.738, 1.923, 1.707, 4.078, 1.144, 2.618, 5.124, 3.0, 2.245, 3.157, 1.154, 3.898, 2.0, 1451.768, 34.521, 22922.346, 2.949
2.798, 1.858, 4.576, 2.959, 5.189, 3.077, 2.772, 3.515, 4.366, 143.077, 2.64, 3.72, 4.935, 1.292, 2.931, 4.654, 4.351, 4.713, 2.803, 4.624, 3.002, 3.0, 2.72, 3.369, 2.504, 3.459, 2.0, 613.378, 25.087, 3148.708, 0.536
3.992, 4.31, 4.325, 3.391, 3.967, 3.311, 2.344, 4.829, 3.283, 300.397, 3.905, 4.432, 3.816, 3.454, 2.667, 3.554, 4.461, 3.852, 3.103, 1.846, 4.424, 3.0, 4.372, 3.77, 4.378, 3.996, 2.0, 892.796, 28.267, 2825.454, 0.0
2.409, 1.249, 3.245, 2.439, 9.313, 3.257, 2.23, 5.852, 2.029, 45.612, 1.339, 3.672, 3.231, 3.334, 2.64, 1.363, 4.103, 4.651, 1.097, 2.977, 4.714, 3.0, 3.063, 3.52, 4.047, 3.575, 2.0, 176.61, 17.47, 2939.11, 1.34
4.251, 2.169, 3.483, 2.32, 7.163, 1.307, 1.08, 1.086, 4.49, 158.649, 2.657, 4.024, 1.833, 2.942, 2.183, 3.24, 3.494, 3.946, 1.003, 3.81, 4.781, 3.0, 2.705, 3.35, 4.014, 3.705, 2.0, 475.31, 23.027, 12229.439, 2.145
3.183, 1.546, 3.095, 2.96, 4.789, 2.156, 3.801, 1.879, 3.176, 319.637, 1.729, 3.476, 2.416, 2.544, 2.874, 4.981, 2.68, 2.791, 3.282, 2.125, 5.218, 3.0, 2.102, 3.163, 4.824, 3.481, 2.0, 2593.926, 40.306, 9798.358, 0.268
2.533, 3.495, 3.809, 3.004, 8.699, 3.355, 4.4, 1.463, 1.919, 256.678, 3.231, 3.632, 1.608, 1.587, 2.905, 4.494, 1.958, 4.418, 1.149, 1.671, 2.574, 3.0, 1.283, 3.927, 1.514, 3.205, 2.0, 1796.676, 38.081, 25045.604, 1.609
2.702, 2.109, 4.622, 4.284, 8.36, 3.886, 3.072, 2.118, 4.734, 129.568, 2.467, 4.259, 4.443, 3.917, 2.919, 4.598, 4.772, 3.553, 1.238, 4.84, 4.155, 3.0, 5.721, 3.102, 4.978, 3.797, 2.0, 97.508, 14.003, 618.058, 2.145
4.746, 3.995, 4.622, 2.301, 4.218, 1.766, 3.04, 2.301, 2.394, 289.456, 3.029, 4.091, 2.093, 2.882, 2.306, 5.982, 4.81, 2.345, 2.345, 4.048, 2.005, 3.0, 5.26, 3.992, 2.31, 3.437, 2.0, 668.756, 26.355, 1958.089, 2.145
3.608, 1.577, 3.207, 4.454, 6.86, 2.271, 2.786, 2.542, 3.578, 244.173, 3.957, 3.575, 1.763, 3.837, 2.639, 1.552, 2.169, 3.447, 2.231, 4.921, 5.566, 3.0, 5.236, 3.913, 4.538, 3.275, 2.0, 544.5, 24.031, 4231.728, 0.0
3.722, 3.667, 3.682, 2.398, 5.218, 1.479, 3.59, 4.582, 1.164, 207.908, 3.22, 4.939, 4.896, 3.274, 2.043, 1.351, 1.887, 3.616, 3.054, 4.852, 4.613, 3.0, 1.482, 3.111, 1.868, 3.501, 2.0, 1385.447, 34.672, 6999.043, 1.609
3.56, 4.595, 4.069, 3.35, 7.426, 2.603, 1.618, 2.3, 4.601, 128.173, 2.192, 4.699, 1.151, 1.035, 2.142, 5.996, 2.435, 4.386, 3.854, 1.719, 2.368, 3.0, 5.996, 3.261, 2.783, 3.251, 2.0, 350.383, 21.949, 1613.783, 0.0
2.761, 1.878, 4.732, 2.265, 7.321, 1.978, 1.849, 4.82, 2.541, 221.781, 1.962, 4.86, 1.12, 1.734, 2.906, 1.994, 3.168, 2.731, 2.599, 3.078, 2.98, 3.0, 1.795, 3.63, 4.092, 3.268, 2.0, 786.151, 27.521, 10899.032, 2.145
4.495, 1.364, 3.437, 4.38, 5.994, 3.569, 4.459, 2.197, 3.268, 336.795, 2.808, 4.794, 3.684, 3.638, 2.98, 5.487, 1.398, 2.238, 3.733, 2.416, 4.844, 3.0, 3.693, 3.139, 3.184, 3.451, 2.0, 1173.028, 32.342, 4219.3, 0.0
2.493, 3.266, 4.005, 3.216, 8.434, 2.028, 2.043, 2.603, 2.216, 89.891, 1.738, 4.54, 2.693, 2.491, 2.312, 3.71, 2.233, 4.572, 2.585, 4.74, 5.344, 3.0, 2.342, 3.225, 3.072, 3.369, 2.0, 326.747, 21.356, 4716.406, 1.072
2.6, 1.55, 4.996, 2.918, 7.957, 1.542, 3.752, 2.021, 1.627, 205.187, 2.551, 3.846, 2.771, 1.7, 2.681, 1.317, 4.872, 3.877, 1.006, 2.914, 3.388, 3.0, 4.558, 3.595, 1.144, 3.929, 2.0, 712.793, 27.762, 11132.867, 2.681
4.102, 3.569, 3.634, 4.609, 7.351, 2.191, 4.197, 3.994, 2.203, 139.549, 3.171, 4.155, 2.432, 3.331, 2.043, 2.932, 4.324, 3.053, 1.327, 2.85, 3.199, 3.0, 4.904, 3.511, 4.369, 3.493, 2.0, 224.832, 18.807, 1394.578, 1.609
4.907, 3.439, 3.279, 3.94, 5.74, 1.035, 3.005, 5.518, 4.975, 132.623, 1.771, 4.797, 2.634, 1.797, 2.158, 2.51, 4.957, 4.484, 2.677, 1.209, 5.557, 3.0, 3.151, 3.798, 4.46, 3.601, 2.0, 592.928, 24.578, 4400.168, 1.072
2.535, 3.512, 4.79, 3.643, 5.11, 2.063, 3.113, 4.495, 2.614, 121.11, 3.231, 3.8, 4.765, 3.634, 2.1, 4.031, 1.742, 2.614, 3.449, 4.073, 4.004, 3.0, 4.156, 3.979, 1.417, 3.563, 2.0, 260.769, 20.542, 1385.065, 0.0
2.536, 1.518, 4.0, 2.346, 4.695, 1.842, 4.398, 5.941, 3.971, 370.842, 2.873, 3.829, 2.436, 1.436, 2.822, 5.122, 3.982, 2.045, 2.063, 4.277, 4.209, 3.0, 2.985, 3.843, 2.101, 3.097, 2.0, 1023.407, 29.505, 5687.427, 1.072
3.175, 4.593, 4.019, 3.2, 8.805, 2.042, 4.613, 4.168, 3.744, 177.168, 1.909, 4.282, 3.116, 3.926, 2.014, 1.523, 2.416, 2.196, 2.206, 3.703, 5.384, 3.0, 1.163, 3.731, 3.611, 3.123, 2.0, 597.965, 25.602, 6576.786, 1.072
3.603, 2.237, 3.779, 2.868, 4.896, 1.495, 4.158, 3.073, 2.115, 284.672, 3.193, 3.571, 1.402, 3.12, 2.304, 2.636, 2.713, 4.984, 1.009, 2.017, 2.425, 3.0, 2.863, 3.809, 3.089, 3.989, 2.0, 1257.877, 32.644, 21036.781, 1.072
3.755, 3.16, 3.637, 2.405, 7.305, 3.485, 3.542, 4.814, 4.403, 160.716, 3.469, 4.494, 1.454, 1.379, 2.878, 1.283, 2.385, 4.775, 1.44, 1.12, 5.973, 3.0, 5.801, 3.339, 3.557, 3.225, 2.0, 824.712, 28.331, 6289.789, 1.609
4.646, 1.914, 3.411, 4.636, 9.818, 3.35, 3.421, 2.326, 3.659, 312.127, 1.237, 4.751, 4.986, 2.174, 2.583, 2.279, 4.469, 3.374, 3.497, 1.629, 3.424, 3.0, 4.554, 3.445, 3.784, 3.616, 2.0, 692.706, 26.53, 6230.92, 0.0
3.083, 3.646, 4.592, 2.161, 7.696, 1.967, 4.993, 2.671, 1.701, 170.662, 1.213, 3.106, 4.405, 1.285, 2.79, 3.305, 3.687, 2.293, 2.397, 4.046, 3.621, 3.0, 1.558, 3.195, 3.154, 3.901, 2.0, 1103.644, 30.553, 5666.604, 1.34
3.957, 4.143, 3.069, 2.435, 9.809, 3.859, 2.034, 2.076, 1.35, 151.128, 2.874, 4.437, 3.765, 3.82, 2.248, 4.806, 3.208, 3.201, 2.881, 2.061, 4.421, 3.0, 1.38, 3.908, 2.919, 3.318, 2.0, 668.659, 27.278, 6568.701, 0.804
4.262, 1.486, 4.245, 2.356, 5.798, 2.515, 4.478, 1.836, 3.893, 327.427, 2.693, 4.525, 1.513, 2.47, 2.848, 1.791, 3.376, 3.683, 1.402, 3.79, 2.317, 3.0, 3.912, 3.077, 1.619, 3.171, 2.0, 844.261, 28.238, 19754.189, 2.681
4.307, 5.392, 4.748, 3.434, 8.581, 2.327, 4.704, 4.764, 2.312, 15.81, 1.529, 3.681, 1.713, 3.681, 2.317, 3.723, 3.896, 3.891, 3.664, 1.066, 2.195, 3.0, 1.265, 3.271, 1.206, 3.93, 2.0, 152.816, 17.443, 601.749, 0.804
4.386, 3.42, 4.243, 3.52, 6.689, 3.971, 4.436, 2.721, 4.861, 188.994, 2.047, 4.658, 2.405, 3.852, 2.698, 3.396, 1.405, 2.522, 2.536, 4.171, 4.241, 3.0, 1.685, 3.645, 2.14, 3.008, 2.0, 789.66, 27.48, 8827.187, 1.34
4.489, 2.78, 3.597, 2.607, 5.47, 2.767, 2.101, 3.669, 1.61, 89.479, 2.088, 4.693, 4.056, 1.038, 2.209, 2.487, 4.736, 4.476, 1.298, 4.846, 3.603, 3.0, 4.513, 3.032, 4.006, 3.755, 2.0, 401.881, 22.39, 2560.056, 1.609
3.076, 2.939, 4.293, 2.244, 7.983, 3.239, 4.58, 1.516, 4.729, 194.712, 1.886, 4.381, 3.49, 1.167, 2.622, 2.6, 2.336, 2.238, 3.545, 3.663, 4.809, 3.0, 5.873, 3.882, 4.117, 3.667, 2.0, 653.803, 25.489, 3063.751, 0.0
2.92, 2.141, 3.195, 3.217, 7.41, 3.979, 4.586, 4.974, 2.999, 103.767, 2.406, 4.724, 4.988, 3.178, 2.741, 5.676, 1.017, 4.389, 1.731, 3.782, 3.046, 3.0, 2.27, 3.751, 1.124, 3.742, 2.0, 381.331, 22.926, 3130.692, 1.877
3.925, 5.31, 3.139, 2.974, 9.194, 2.254, 3.171, 1.072, 1.261, 54.197, 1.967, 4.689, 4.531, 2.088, 2.752, 1.817, 2.037, 3.19, 1.306, 1.407, 3.532, 3.0, 5.636, 3.451, 3.916, 3.357, 2.0, 154.285, 17.675, 1199.117, 1.609
2.056, 4.759, 3.761, 4.508, 7.443, 1.951, 3.257, 3.156, 4.82, 14.61, 3.907, 4.513, 4.982, 3.727, 2.113, 4.618, 3.327, 3.196, 2.573, 1.958, 5.14, 3.0, 2.767, 3.102, 3.823, 3.911, 2.0, 30.146, 10.3, 113.245, 1.072
3.16, 3.811, 4.056, 4.326, 4.049, 2.186, 2.715, 4.609, 3.518, 138.851, 2.572, 4.105, 1.606, 2.66, 2.584, 4.83, 2.975, 4.571, 2.944, 1.898, 4.691, 3.0, 2.683, 3.054, 3.651, 3.507, 2.0, 504.338, 24.379, 3358.69, 1.072
3.557, 4.324, 3.736, 2.415, 5.87, 3.213, 4.972, 5.208, 3.194, 364.339, 1.428, 4.132, 2.697, 1.74, 2.041, 3.391, 1.287, 2.062, 2.641, 1.251, 2.421, 3.0, 1.99, 3.069, 4.806, 3.87, 2.0, 2355.696, 40.243, 11204.307, 0.536
4.603, 5.699, 4.375, 3.628, 9.393, 3.045, 3.958, 4.652, 2.664, 265.49, 1.854, 4.476, 3.808, 3.221, 2.41, 3.972, 1.085, 2.16, 1.883, 4.524, 2.04, 3.0, 3.229, 3.127, 4.466, 3.863, 2.0, 535.935, 24.758, 2690.609, 2.145
2.74, 2.194, 4.33, 3.607, 7.551, 1.362, 2.519, 2.018, 4.289, 104.192, 1.65, 4.715, 2.749, 1.801, 2.717, 5.279, 3.983, 4.58, 2.883, 4.336, 2.898, 3.0, 2.547, 3.774, 4.746, 3.914, 2.0, 397.171, 21.543, 1826.036, 2.145
4.95, 2.305, 3.218, 3.938, 4.35, 3.1, 1.091, 5.989, 1.812, 377.803, 2.416, 4.17, 4.583, 3.266, 2.3, 3.319, 2.402, 3.348, 3.445, 3.314, 2.141, 3.0, 4.062, 3.994, 2.841, 3.701, 2.0, 817.597, 29.302, 6994.857, 0.0
3.984, 2.85, 3.902, 3.585, 3.972, 3.879, 4.117, 5.542, 2.734, 386.722, 2.24, 4.034, 4.542, 1.11, 2.194, 5.571, 4.961, 3.238, 3.608, 4.484, 5.538, 3.0, 3.533, 3.098, 2.755, 3.637, 2.0, 1233.209, 31.237, 3888.82, 0.0
4.536, 4.057, 4.677, 4.294, 3.944, 1.395, 1.377, 3.761, 4.732, 154.774, 3.484, 4.767, 1.009, 3.519, 2.356, 3.688, 4.925, 2.599, 1.956, 4.253, 2.494, 3.0, 5.222, 3.471, 4.29, 3.13, 2.0, 122.948, 15.224, 786.605, 3.217
3.135, 4.41, 4.583, 2.672, 8.926, 2.727, 2.568, 2.347, 2.94, 325.389, 3.707, 3.89, 3.409, 1.226, 2.479, 5.683, 4.921, 3.064, 3.355, 3.904, 3.492, 3.0, 5.346, 3.902, 4.749, 3.965, 2.0, 515.235, 23.786, 1549.388, 0.0
3.617, 3.668, 3.838, 3.971, 8.661, 1.842, 4.393, 2.188, 3.253, 347.697, 2.134, 4.22, 2.913, 3.536, 2.132, 5.312, 1.395, 4.906, 1.479, 1.376, 4.641, 3.0, 1.521, 3.614, 4.817, 3.726, 2.0, 1293.345, 33.571, 11636.062, 2.145
2.227, 3.704, 4.668, 3.138, 8.623, 2.356, 2.622, 5.699, 2.994, 305.287, 2.515, 4.044, 1.076, 1.199, 2.379, 1.85, 2.494, 3.21, 1.33, 3.323, 2.446, 3.0, 4.252, 3.564, 1.435, 3.101, 2.0, 847.719, 29.687, 12638.762, 2.145
4.725, 5.875, 4.078, 3.596, 8.982, 3.888, 1.336, 3.992, 3.012, 273.593, 2.117, 4.853, 2.136, 1.034, 2.845, 1.594, 1.988, 3.309, 2.844, 4.772, 2.852, 3.0, 1.883, 3.268, 1.992, 3.613, 2.0, 1246.0, 32.001, 17598.891, 1.609
2.277, 2.733, 4.18, 4.906, 8.885, 3.692, 3.642, 2.445, 2.867, 49.145, 3.803, 3.603, 4.261, 3.458, 2.446, 5.526, 3.277, 3.855, 3.584, 3.467, 2.786, 3.0, 2.36, 3.599, 1.166, 3.087, 2.0, 153.003, 17.161, 610.857, 0.268
4.579, 4.599, 4.152, 3.833, 4.037, 1.105, 4.822, 3.886, 2.127, 88.656, 2.34, 3.798, 4.044, 2.575, 2.384, 2.636, 4.748, 4.883, 2.84, 3.435, 3.253, 3.0, 3.203, 3.412, 4.217, 3.893, 2.0, 337.101, 21.424, 1231.124, 1.072
3.958, 3.598, 3.931, 4.98, 5.324, 3.176, 3.446, 3.641, 2.725, 324.538, 1.768, 3.439, 3.08, 1.849, 2.756, 4.123, 1.019, 4.659, 3.727, 4.921, 5.724, 3.0, 2.603, 3.799, 3.8, 3.711, 2.0, 1790.094, 35.093, 10584.984, 0.268
2.182, 5.12, 3.336, 3.082, 4.217, 1.525, 1.166, 4.959, 2.005, 223.95, 2.63, 4.547, 1.614, 3.522, 2.589, 5.726, 1.506, 3.254, 3.397, 2.288, 3.31, 3.0, 2.235, 3.664, 1.132, 3.179, 2.0, 570.619, 26.628, 4844.726, 0.804
4.069, 3.107, 4.755, 2.32, 7.891, 1.916, 3.707, 3.034, 1.382, 370.152, 3.704, 3.371, 3.324, 1.678, 2.897, 4.639, 3.642, 3.155, 1.912, 4.606, 3.366, 3.0, 3.637, 3.316, 1.896, 3.277, 2.0, 1009.694, 30.256, 6810.465, 2.681
3.321, 5.144, 4.442, 4.238, 8.983, 3.764, 3.841, 2.229, 1.04, 268.543, 2.603, 3.004, 1.811, 1.326, 2.496, 3.567, 4.188, 4.266, 2.69, 3.635, 5.638, 3.0, 4.562, 3.448, 4.336, 3.646, 2.0, 1413.925, 32.944, 5209.498, 0.536
2.521, 4.809, 4.61, 3.247, 9.775, 1.844, 4.782, 3.933, 4.135, 298.487, 3.598, 4.575, 3.233, 3.37, 2.156, 3.327, 3.488, 4.514, 1.325, 2.724, 4.116, 3.0, 2.853, 3.22, 2.482, 3.231, 2.0, 374.052, 21.936, 5832.426, 3.217
3.954, 1.218, 4.76, 2.831, 6.678, 1.513, 3.2, 3.197, 1.997, 97.402, 3.229, 3.263, 2.128, 3.286, 2.839, 4.388, 3.891, 3.671, 2.519, 2.421, 5.008, 3.0, 5.465, 3.071, 4.907, 3.323, 2.0, 263.071, 19.749, 882.389, 1.072
3.937, 2.386, 3.107, 2.9, 7.548, 1.392, 3.709, 1.612, 1.98, 122.902, 2.6, 4.082, 1.092, 2.022, 2.397, 5.796, 3.12, 4.457, 2.584, 1.542, 3.692, 3.0, 2.58, 3.626, 1.865, 3.848, 2.0, 803.323, 29.168, 6942.997, 1.877
4.704, 1.123, 3.796, 3.694, 7.218, 1.069, 4.199, 3.692, 2.587, 292.197, 1.506, 4.03, 2.479, 1.583, 2.606, 4.335, 2.031, 2.673, 1.753, 2.67, 2.355, 3.0, 3.388, 3.758, 2.469, 3.552, 2.0, 1233.964, 33.087, 11883.947, 2.145
4.234, 2.064, 4.84, 3.937, 7.191, 2.614, 4.42, 5.733, 1.668, 295.841, 2.287, 4.479, 3.489, 2.874, 2.136, 2.979, 4.433, 4.461, 3.953, 1.173, 5.848, 3.0, 2.228, 3.69, 4.134, 3.208, 2.0, 1342.964, 33.312, 7055.508, 0.0
4.882, 4.69, 3.373, 4.806, 6.77, 2.846, 2.297, 4.857, 4.536, 22.023, 3.603, 4.396, 3.721, 1.96, 2.016, 2.583, 4.943, 3.651, 3.534, 1.663, 3.222, 3.0, 2.825, 3.773, 4.342, 3.341, 2.0, 118.714, 15.452, 301.607, 0.0
3.601, 4.85, 3.762, 4.097, 8.872, 1.632, 3.139, 2.166, 4.878, 126.61, 3.839, 3.146, 1.474, 1.04, 2.808, 5.512, 1.093, 2.168, 3.301, 1.945, 4.548, 3.0, 3.148, 3.004, 3.806, 3.608, 2.0, 488.401, 24.328, 1773.906, 0.0
4.165, 4.287, 3.35, 4.976, 4.261, 3.87, 3.844, 1.243, 1.899, 270.465, 1.414, 3.918, 3.295, 2.887, 2.158, 4.285, 1.443, 3.34, 2.795, 3.365, 3.378, 3.0, 5.644, 3.403, 2.094, 3.456, 2.0, 1012.951, 31.334, 5038.198, 0.268
4.562, 2.152, 4.75, 4.145, 6.29, 1.364, 4.684, 1.176, 3.243, 100.947, 2.311, 3.698, 2.838, 2.752, 2.239, 1.494, 4.012, 2.095, 3.355, 4.167, 5.33, 3.0, 4.649, 3.882, 1.976, 3.037, 2.0, 422.699, 23.196, 2571.877, 0.536
2.252, 3.586, 3.686, 2.277, 4.362, 1.255, 3.708, 3.353, 4.445, 110.845, 1.837, 4.501, 3.157, 1.8, 2.906, 4.964, 1.23, 4.272, 3.415, 4.093, 2.236, 3.0, 3.062, 3.126, 4.61, 3.342, 2.0, 360.165, 21.331, 1570.188, 0.536
4.254, 4.898, 4.403, 4.669, 6.679, 3.385, 4.035, 5.003, 1.127, 189.856, 1.352, 4.088, 4.053, 2.777, 2.719, 3.734, 3.083, 3.17, 3.695, 1.014, 2.746, 3.0, 3.942, 3.66, 1.35, 3.335, 2.0, 1007.146, 31.976, 3196.09, 0.0
3.206, 4.105, 3.742, 3.484, 3.445, 3.739, 4.03, 5.297, 1.562, 309.599, 3.707, 3.547, 1.267, 3.572, 2.946, 2.157, 1.884, 2.848, 3.058, 1.173, 5.058, 3.0, 3.543, 3.452, 1.451, 3.453, 2.0, 2113.538, 40.99, 11013.333, 0.0
3.962, 2.406, 4.78, 4.729, 7.878, 3.078, 1.995, 4.686, 2.951, 88.959, 1.469, 4.561, 3.239, 1.543, 2.281, 5.595, 4.448, 3.836, 1.475, 1.24, 3.914, 3.0, 3.304, 3.642, 3.25, 3.17, 2.0, 241.125, 19.628, 2134.71, 2.145
4.712, 1.541, 3.542, 2.999, 4.167, 1.198, 4.647, 5.823, 2.279, 27.645, 2.868, 3.312, 1.166, 1.597, 2.736, 1.534, 1.339, 3.626, 3.007, 2.953, 3.593, 3.0, 1.226, 3.653, 4.106, 3.395, 2.0, 272.38, 20.141, 1710.668, 0.0
4.052, 2.41, 3.754, 2.085, 3.687, 3.623, 3.952, 5.034, 3.003, 388.54, 2.209, 4.333, 3.385, 1.097, 2.29, 5.852, 3.081, 3.586, 1.754, 4.017, 3.01, 3.0, 4.01, 3.404, 1.252, 3.928, 2.0, 1986.39, 37.799, 11232.338, 2.145
4.851, 1.901, 3.084, 4.495, 4.646, 3.992, 3.486, 2.755, 4.614, 43.791, 2.111, 4.875, 1.499, 3.178, 2.84, 1.485, 1.52, 2.946, 3.173, 3.832, 3.049, 3.0, 4.271, 3.431, 4.833, 3.244, 2.0, 236.266, 18.918, 1195.107, 0.0
3.484, 3.49, 4.145, 4.723, 8.266, 2.353, 3.926, 1.2, 1.277, 192.074, 2.302, 3.144, 3.248, 1.169, 2.449, 4.769, 1.723, 4.03, 1.346, 1.101, 4.71, 3.0, 1.943, 3.924, 3.059, 3.919, 2.0, 1514.007, 35.921, 12751.31, 1.609
3.346, 1.613, 4.384, 3.094, 6.083, 2.289, 4.354, 4.377, 2.589, 26.051, 3.33, 4.974, 3.293, 3.988, 2.485, 2.748, 3.256, 4.088, 2.727, 1.409, 3.362, 3.0, 2.969, 3.757, 1.817, 3.822, 2.0, 101.732, 15.223, 866.925, 1.34
2.889, 4.01, 4.261, 4.46, 7.975, 3.187, 1.553, 5.67, 3.447, 269.153, 2.638, 4.532, 2.69, 3.778, 2.833, 3.902, 2.376, 3.796, 3.859, 2.981, 3.338, 3.0, 5.619, 3.315, 1.345, 3.272, 2.0, 553.739, 25.741, 2273.718, 0.0
3.405, 2.628, 4.141, 2.017, 3.805, 3.959, 1.231, 4.313, 2.784, 293.318, 1.712, 4.402, 2.681, 2.328, 2.477, 3.418, 1.373, 3.516, 3.747, 1.778, 5.319, 3.0, 3.139, 3.952, 4.81, 3.316, 2.0, 2554.46, 41.34, 14837.171, 0.0
