DATA, AA, ACAP, AEXP, B, CPLX, DOCU, ETAT, FLEX, KLOC, LTEX, PCAP, PCON, PLEX, PMAT, PR, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, EFFORT-, MONTHS-, DEFECTS-, RISKS-
4.821, 5.662, 4.737, 4.261, 3.46, 2.805, 3.11, 4.979, 2.864, 72.345, 1.139, 4.041, 4.835, 2.187, 2.119, 1.499, 4.397, 4.635, 3.407, 3.294, 3.013, 3.0, 3.088, 3.999, 3.558, 3.334, 2.0, 305.049, 20.69, 663.97, 0.0
3.696, 3.082, 3.144, 2.917, 8.764, 2.603, 2.56, 3.149, 3.585, 180.052, 1.057, 3.921, 1.992, 2.778, 2.161, 5.216, 3.104, 4.244, 3.964, 4.285, 5.344, 3.0, 2.053, 3.838, 4.433, 3.069, 2.0, 1355.478, 32.149, 4117.499, 0.268
4.159, 2.005, 4.082, 3.475, 8.209, 2.103, 4.416, 2.221, 4.24, 323.283, 1.101, 3.348, 4.485, 1.893, 2.896, 1.987, 1.713, 3.132, 3.372, 1.303, 4.736, 3.0, 4.194, 3.465, 3.339, 3.401, 2.0, 1071.998, 31.142, 15766.997, 0.268
3.557, 2.583, 3.325, 4.581, 6.888, 1.868, 3.876, 3.579, 3.316, 129.576, 1.075, 3.005, 3.952, 2.834, 2.024, 2.212, 2.883, 4.21, 3.371, 3.362, 3.861, 3.0, 3.764, 3.184, 4.344, 3.294, 2.0, 464.408, 23.445, 2498.703, 0.268
3.711, 5.09, 3.8, 4.772, 4.456, 2.749, 2.759, 3.307, 2.474, 275.402, 1.738, 3.348, 1.244, 1.776, 2.931, 5.969, 3.228, 2.097, 1.715, 3.997, 4.206, 3.0, 1.103, 3.116, 1.209, 3.515, 2.0, 1711.087, 35.646, 5903.618, 1.877
4.553, 2.821, 4.608, 4.145, 7.697, 1.365, 4.545, 5.226, 4.472, 78.655, 3.085, 3.664, 3.4, 2.646, 2.178, 5.758, 4.842, 2.667, 2.468, 4.658, 5.035, 3.0, 3.022, 3.353, 4.781, 3.236, 2.0, 291.794, 19.48, 156.297, 1.072
4.391, 5.601, 3.752, 4.946, 9.036, 1.274, 3.147, 1.13, 1.258, 33.626, 1.231, 3.028, 4.004, 1.525, 2.928, 1.81, 3.095, 4.042, 1.581, 3.985, 3.952, 3.0, 3.663, 3.41, 4.113, 3.544, 2.0, 178.221, 17.847, 654.742, 1.34
2.915, 2.738, 4.241, 3.202, 5.795, 3.184, 1.47, 2.572, 3.452, 325.543, 1.618, 3.969, 1.039, 3.675, 2.308, 4.544, 4.6, 3.635, 1.191, 4.385, 4.122, 3.0, 3.391, 3.719, 1.758, 3.526, 2.0, 898.212, 28.184, 12553.846, 1.877
2.728, 4.328, 4.486, 4.926, 9.674, 3.992, 1.166, 3.458, 3.782, 341.8, 1.622, 4.715, 3.553, 2.024, 2.929, 5.18, 1.694, 4.78, 2.686, 1.465, 4.89, 3.0, 3.78, 3.124, 2.28, 3.289, 2.0, 913.291, 30.419, 6989.084, 1.072
2.46, 1.009, 4.33, 3.136, 7.298, 2.276, 4.676, 4.224, 3.938, 145.337, 2.0, 3.864, 4.026, 1.779, 2.201, 2.237, 1.415, 4.101, 3.084, 1.125, 4.51, 3.0, 2.056, 3.052, 2.434, 3.582, 2.0, 919.869, 30.141, 7362.584, 0.268
4.773, 1.563, 3.397, 4.374, 3.825, 3.82, 2.908, 5.491, 4.696, 226.376, 3.434, 4.665, 4.22, 3.989, 2.448, 5.907, 4.251, 3.901, 2.27, 4.766, 2.46, 3.0, 2.593, 3.091, 4.537, 3.149, 2.0, 434.031, 22.079, 841.174, 0.536
3.317, 4.198, 4.822, 2.748, 4.608, 3.608, 3.139, 3.017, 3.973, 172.818, 3.363, 4.769, 3.818, 1.885, 2.575, 3.516, 3.212, 2.677, 1.754, 3.025, 2.849, 3.0, 1.315, 3.289, 2.51, 3.924, 2.0, 597.789, 25.211, 2743.095, 2.413
2.388, 4.586, 4.89, 2.923, 5.432, 2.104, 2.202, 4.212, 2.265, 183.666, 3.612, 3.826, 2.028, 1.372, 2.183, 2.322, 3.015, 4.256, 2.739, 3.813, 2.781, 3.0, 2.103, 3.261, 3.119, 3.574, 2.0, 845.801, 28.973, 3018.193, 0.536
3.913, 1.45, 3.411, 3.003, 7.876, 3.104, 4.841, 2.477, 2.927, 147.712, 3.199, 3.872, 3.003, 2.641, 2.673, 5.641, 2.473, 3.558, 1.728, 4.625, 3.402, 3.0, 3.244, 3.118, 1.033, 3.724, 2.0, 564.955, 25.388, 3308.727, 1.072
3.814, 3.288, 4.54, 3.609, 9.127, 3.939, 3.116, 4.74, 2.815, 359.383, 2.419, 4.514, 1.474, 3.236, 2.307, 4.917, 2.772, 4.954, 2.754, 2.842, 4.77, 3.0, 1.841, 3.609, 2.776, 3.267, 2.0, 1797.876, 36.55, 8423.088, 1.34
4.496, 3.449, 4.815, 4.6, 6.07, 2.027, 3.995, 2.268, 1.561, 106.796, 2.043, 3.807, 4.451, 2.094, 2.76, 1.657, 4.184, 2.626, 2.686, 1.034, 5.267, 3.0, 3.526, 3.357, 4.31, 3.345, 2.0, 409.306, 23.2, 1340.247, 0.536
3.926, 4.338, 3.932, 4.093, 6.401, 3.307, 4.885, 5.393, 1.646, 23.162, 2.271, 3.27, 1.632, 1.337, 2.898, 3.11, 3.99, 2.284, 1.574, 4.196, 5.96, 3.0, 2.589, 3.372, 2.454, 3.149, 2.0, 252.631, 19.797, 354.816, 1.072
4.401, 1.462, 3.906, 3.683, 7.012, 1.708, 2.962, 1.076, 1.955, 324.588, 1.491, 4.253, 1.859, 3.96, 2.957, 3.017, 4.815, 2.688, 3.279, 3.69, 3.897, 3.0, 1.351, 3.392, 1.55, 3.773, 2.0, 1705.904, 35.211, 13520.854, 1.072
4.759, 1.372, 4.068, 4.255, 7.898, 2.651, 4.753, 1.261, 4.021, 142.199, 1.122, 3.919, 4.912, 1.897, 2.395, 3.585, 4.03, 4.621, 2.062, 4.891, 3.633, 3.0, 4.407, 3.512, 2.571, 3.08, 2.0, 600.291, 24.711, 2887.079, 0.804
2.589, 3.682, 3.122, 3.924, 9.748, 1.713, 1.419, 1.864, 2.604, 45.964, 3.377, 3.566, 1.51, 3.093, 2.754, 1.253, 2.985, 4.737, 2.29, 1.886, 4.956, 3.0, 3.682, 3.255, 1.516, 3.692, 2.0, 158.578, 17.61, 3982.042, 0.0
3.966, 3.48, 3.023, 4.323, 4.556, 3.403, 3.19, 2.952, 1.855, 310.296, 2.515, 3.816, 3.31, 3.994, 2.265, 1.416, 1.318, 3.544, 3.512, 2.814, 4.042, 3.0, 1.684, 3.819, 2.255, 3.888, 2.0, 2093.186, 39.108, 15678.773, 0.268
2.262, 1.72, 4.704, 4.445, 5.72, 2.463, 2.017, 2.547, 4.84, 108.251, 3.421, 3.03, 2.86, 1.962, 2.352, 2.797, 4.693, 3.01, 2.512, 2.725, 3.137, 3.0, 1.775, 3.405, 1.873, 3.682, 2.0, 338.15, 21.3, 3186.627, 1.072
3.82, 1.616, 4.116, 2.904, 9.09, 1.265, 2.463, 1.33, 1.642, 342.922, 3.689, 4.376, 2.493, 3.179, 2.394, 4.2, 1.76, 2.252, 1.994, 2.711, 3.023, 3.0, 5.77, 3.521, 2.764, 3.146, 2.0, 606.527, 26.606, 7840.424, 3.217
3.283, 3.166, 3.417, 4.857, 9.622, 1.459, 2.704, 1.324, 3.074, 105.855, 3.536, 4.18, 4.63, 3.588, 2.388, 1.136, 3.525, 2.136, 1.718, 1.628, 5.846, 3.0, 4.856, 3.741, 1.48, 3.406, 2.0, 123.119, 16.287, 2524.313, 2.145
2.724, 2.063, 4.066, 3.619, 3.804, 3.485, 3.528, 2.4, 1.523, 301.761, 3.82, 3.292, 3.941, 1.033, 2.886, 3.054, 4.187, 4.124, 3.798, 2.291, 5.291, 3.0, 4.924, 3.512, 3.486, 3.725, 2.0, 971.067, 29.659, 4385.467, 0.0
4.065, 4.662, 3.149, 4.084, 6.974, 3.457, 1.39, 3.23, 1.934, 304.452, 1.193, 4.454, 2.224, 1.318, 2.673, 1.934, 4.639, 2.263, 3.886, 1.645, 3.472, 3.0, 5.463, 3.579, 1.603, 3.652, 2.0, 1040.525, 31.332, 8520.984, 0.0
2.864, 3.511, 3.952, 4.298, 9.044, 3.849, 4.529, 5.78, 1.415, 177.682, 1.565, 4.996, 4.66, 1.055, 2.29, 2.896, 2.823, 4.342, 2.154, 1.431, 2.034, 3.0, 3.133, 3.21, 2.673, 3.81, 2.0, 585.908, 26.426, 2922.093, 0.536
4.706, 5.38, 4.705, 4.206, 8.541, 2.438, 2.455, 4.012, 4.299, 298.736, 3.542, 4.494, 2.304, 1.707, 2.656, 4.561, 2.634, 4.832, 3.197, 2.528, 4.94, 3.0, 3.491, 3.249, 1.016, 3.445, 2.0, 1348.645, 33.576, 5151.05, 0.0
3.764, 3.466, 4.349, 2.89, 3.155, 3.689, 1.728, 5.435, 1.87, 177.687, 3.884, 3.981, 2.353, 3.467, 2.692, 2.877, 2.453, 3.696, 1.674, 2.753, 5.755, 3.0, 4.117, 3.838, 4.013, 3.466, 2.0, 405.714, 22.963, 3506.779, 1.609
3.901, 5.909, 3.945, 2.207, 3.614, 3.062, 1.644, 2.833, 2.548, 51.181, 3.302, 4.956, 3.321, 3.557, 2.022, 1.525, 4.688, 4.087, 3.091, 3.422, 3.835, 3.0, 4.263, 3.582, 1.059, 3.637, 2.0, 136.838, 16.611, 759.249, 0.536
2.037, 3.691, 3.699, 3.298, 3.021, 2.804, 3.305, 5.209, 1.75, 138.336, 1.269, 3.999, 2.679, 2.199, 2.178, 5.265, 4.229, 3.988, 1.775, 2.503, 2.535, 3.0, 1.087, 3.779, 2.658, 3.504, 2.0, 472.238, 24.244, 3283.727, 1.609
4.539, 2.938, 4.683, 3.063, 8.415, 2.989, 4.951, 2.149, 3.328, 327.942, 2.003, 3.151, 4.748, 2.704, 2.701, 1.705, 1.242, 4.386, 3.555, 2.602, 2.191, 3.0, 5.685, 3.991, 2.692, 3.108, 2.0, 852.617, 29.085, 7307.655, 0.0
2.495, 1.427, 4.074, 3.875, 5.021, 3.494, 2.285, 3.89, 1.956, 81.566, 1.061, 4.516, 1.56, 2.892, 2.579, 2.262, 1.373, 2.82, 1.97, 4.028, 4.22, 3.0, 3.721, 3.344, 2.146, 3.423, 2.0, 292.819, 21.288, 4293.165, 2.145
3.179, 3.647, 4.029, 4.676, 8.741, 2.915, 1.451, 5.93, 3.239, 244.86, 2.884, 3.604, 1.887, 2.535, 2.55, 2.321, 1.265, 3.292, 1.264, 1.638, 3.369, 3.0, 3.929, 3.918, 1.603, 3.166, 2.0, 584.781, 26.754, 11996.701, 1.609
4.611, 3.546, 3.374, 3.639, 9.499, 2.802, 1.897, 2.379, 1.533, 66.794, 3.409, 4.979, 2.165, 1.073, 2.966, 3.067, 1.405, 2.888, 2.177, 1.697, 4.149, 3.0, 5.884, 3.816, 3.615, 3.579, 2.0, 195.777, 18.712, 2733.068, 0.536
2.68, 3.094, 4.153, 3.65, 6.03, 2.923, 2.504, 1.659, 1.675, 206.865, 2.467, 3.172, 3.931, 1.519, 2.817, 3.376, 3.069, 3.057, 2.145, 4.817, 3.057, 3.0, 5.199, 3.354, 2.574, 3.773, 2.0, 633.702, 26.432, 3609.084, 0.536
3.927, 3.648, 3.605, 4.202, 5.739, 1.707, 4.19, 4.973, 4.528, 190.26, 1.129, 4.815, 3.571, 1.77, 2.398, 1.647, 4.761, 3.574, 3.027, 3.957, 2.767, 3.0, 2.875, 3.456, 4.344, 3.382, 2.0, 572.752, 23.896, 1569.95, 0.536
2.655, 3.863, 4.628, 4.094, 9.487, 3.954, 4.98, 4.222, 2.79, 53.723, 1.14, 3.036, 1.441, 2.274, 2.145, 3.662, 4.96, 3.148, 1.952, 4.251, 2.562, 3.0, 1.578, 3.717, 1.939, 3.852, 2.0, 325.559, 21.278, 792.437, 2.413
3.771, 3.395, 3.211, 2.129, 4.949, 2.934, 3.079, 1.06, 1.047, 200.048, 2.99, 3.958, 2.072, 2.073, 2.574, 1.372, 1.782, 2.894, 3.996, 1.266, 2.763, 3.0, 4.664, 3.578, 2.676, 3.602, 2.0, 1570.451, 37.112, 13205.632, 0.0
4.298, 2.614, 3.715, 4.932, 6.127, 2.249, 1.278, 3.549, 4.105, 63.439, 2.488, 3.126, 3.556, 1.423, 2.308, 1.554, 4.717, 4.223, 1.468, 2.48, 5.662, 3.0, 5.006, 3.145, 2.12, 3.168, 2.0, 222.985, 18.864, 3690.459, 1.072
3.583, 2.711, 4.662, 3.209, 9.245, 2.425, 1.557, 5.547, 3.68, 190.218, 1.87, 3.523, 3.774, 1.446, 2.201, 5.904, 1.497, 3.86, 2.038, 1.946, 4.678, 3.0, 5.017, 3.39, 4.7, 3.318, 2.0, 456.767, 23.879, 2941.74, 0.804
3.008, 1.495, 3.459, 2.057, 6.243, 3.728, 1.234, 2.677, 1.47, 330.874, 2.858, 3.919, 4.508, 2.227, 2.162, 5.164, 1.423, 4.275, 3.64, 1.206, 2.819, 3.0, 1.154, 3.61, 2.252, 3.769, 2.0, 1662.626, 38.028, 27301.06, 0.268
4.124, 5.49, 3.678, 2.974, 8.456, 2.059, 4.501, 2.188, 4.317, 294.982, 2.925, 3.921, 2.068, 3.698, 2.89, 4.174, 4.251, 2.484, 1.852, 1.008, 3.168, 3.0, 3.897, 3.012, 2.492, 3.379, 2.0, 845.603, 28.575, 3006.637, 1.072
2.534, 5.855, 4.183, 3.811, 5.37, 2.458, 2.323, 3.184, 4.35, 353.026, 1.066, 4.806, 1.523, 1.631, 2.54, 3.403, 4.181, 2.58, 3.955, 2.355, 2.437, 3.0, 4.309, 3.741, 3.224, 3.914, 2.0, 899.106, 28.573, 2372.135, 0.0
4.754, 5.098, 4.438, 2.648, 6.493, 3.225, 4.309, 1.569, 3.016, 163.762, 3.76, 3.154, 2.868, 2.057, 2.905, 1.84, 3.682, 2.543, 2.022, 1.116, 5.709, 3.0, 1.894, 3.869, 3.0, 3.13, 2.0, 1172.188, 32.021, 5394.766, 0.536
2.071, 5.79, 4.892, 4.852, 5.183, 1.965, 1.927, 5.031, 4.769, 62.4, 1.03, 4.758, 1.346, 2.207, 2.959, 1.415, 3.14, 3.018, 3.011, 3.729, 2.861, 3.0, 5.113, 3.35, 4.608, 3.433, 2.0, 133.247, 15.641, 165.791, 1.072
4.375, 3.474, 3.172, 2.353, 6.444, 3.258, 3.199, 1.641, 2.126, 25.737, 1.075, 3.697, 4.182, 3.841, 2.871, 1.664, 1.315, 2.851, 2.663, 3.081, 4.259, 3.0, 2.213, 3.099, 2.174, 3.405, 2.0, 202.14, 18.903, 2393.403, 0.268
2.198, 1.186, 4.528, 3.122, 6.099, 2.118, 3.379, 4.953, 4.51, 323.396, 2.792, 4.159, 2.603, 1.384, 2.714, 1.546, 3.26, 3.366, 2.728, 2.123, 2.469, 3.0, 3.439, 3.748, 2.459, 3.314, 2.0, 648.257, 25.947, 9274.115, 1.072
4.547, 1.242, 3.082, 3.971, 8.991, 3.638, 4.013, 3.152, 4.398, 290.446, 1.785, 4.238, 2.948, 3.481, 2.503, 1.322, 4.651, 3.003, 2.094, 1.056, 2.783, 3.0, 2.308, 3.879, 1.502, 3.517, 2.0, 992.45, 29.965, 21491.317, 0.804
4.598, 1.304, 3.213, 2.954, 6.389, 3.124, 4.966, 4.66, 1.772, 28.143, 1.328, 4.177, 4.041, 2.444, 2.465, 5.237, 3.342, 4.448, 1.42, 4.077, 2.388, 3.0, 5.136, 3.352, 4.492, 3.905, 2.0, 122.977, 15.724, 321.636, 1.609
2.925, 4.214, 4.213, 4.231, 3.216, 2.879, 2.787, 5.151, 4.836, 89.098, 3.631, 4.615, 3.488, 3.663, 2.417, 4.193, 2.085, 2.243, 2.209, 1.88, 4.562, 3.0, 1.063, 3.339, 4.398, 3.434, 2.0, 189.127, 17.868, 524.473, 1.072
3.111, 2.0, 4.118, 2.047, 6.778, 3.526, 3.719, 2.788, 1.999, 360.882, 3.269, 4.957, 1.703, 2.324, 2.119, 2.218, 2.127, 4.703, 2.253, 1.237, 3.706, 3.0, 1.156, 3.746, 3.161, 3.031, 2.0, 3097.42, 45.069, 26342.373, 1.072
2.133, 4.834, 4.742, 2.864, 7.658, 3.674, 2.859, 5.727, 4.785, 120.77, 2.296, 4.989, 2.084, 3.209, 2.269, 5.339, 1.197, 3.15, 1.578, 3.637, 2.405, 3.0, 5.157, 3.761, 4.753, 3.14, 2.0, 297.833, 20.404, 326.849, 2.145
2.655, 4.814, 4.617, 3.676, 7.246, 2.712, 3.063, 3.52, 4.292, 291.826, 3.449, 4.041, 1.816, 2.147, 2.086, 1.381, 4.22, 2.275, 2.512, 2.341, 3.866, 3.0, 5.315, 3.383, 1.266, 3.221, 2.0, 856.234, 28.588, 3477.055, 1.072
4.91, 3.452, 4.136, 2.002, 6.967, 1.722, 3.665, 3.071, 3.637, 296.639, 2.492, 3.355, 4.667, 3.961, 2.828, 3.561, 2.743, 3.436, 2.556, 1.581, 5.799, 3.0, 1.347, 3.291, 1.593, 3.365, 2.0, 2188.915, 39.633, 15675.962, 2.145
3.44, 5.682, 4.227, 4.995, 8.118, 3.569, 3.162, 5.768, 4.893, 328.103, 2.952, 4.407, 1.616, 2.94, 2.688, 5.697, 1.083, 3.39, 2.931, 4.028, 4.729, 3.0, 5.207, 3.76, 2.751, 3.127, 2.0, 708.258, 26.918, 1223.753, 1.072
3.376, 5.809, 4.433, 4.283, 8.973, 1.753, 3.298, 5.634, 1.463, 60.879, 1.03, 4.287, 4.599, 1.863, 2.597, 5.533, 1.876, 4.446, 2.699, 2.545, 4.802, 3.0, 4.937, 3.777, 3.167, 3.748, 2.0, 216.126, 19.375, 370.908, 2.145
3.837, 5.176, 4.672, 3.538, 7.703, 3.806, 1.012, 4.484, 1.282, 84.908, 1.43, 3.126, 4.897, 1.288, 2.849, 5.441, 2.428, 4.132, 3.221, 4.922, 5.684, 3.0, 2.969, 3.333, 2.094, 3.917, 2.0, 437.508, 23.415, 1307.819, 0.268
3.152, 4.286, 4.527, 3.816, 6.704, 3.945, 4.082, 1.933, 1.726, 356.376, 2.202, 3.941, 4.626, 3.587, 2.857, 1.639, 1.375, 4.366, 3.38, 1.062, 5.694, 3.0, 3.558, 3.719, 4.047, 3.88, 2.0, 2331.099, 40.899, 6280.865, 0.0
3.016, 3.481, 3.719, 3.125, 3.74, 3.387, 3.529, 1.471, 2.356, 157.408, 2.506, 4.258, 2.517, 3.152, 2.484, 2.053, 4.493, 2.816, 3.19, 3.806, 5.169, 3.0, 5.984, 3.217, 2.707, 3.755, 2.0, 588.332, 25.506, 1811.775, 0.0
4.728, 3.975, 3.532, 4.955, 5.202, 2.711, 3.003, 4.431, 2.42, 14.476, 2.854, 3.78, 3.429, 3.952, 2.529, 1.813, 2.9, 2.377, 1.383, 4.642, 3.416, 3.0, 3.374, 3.245, 2.446, 3.214, 2.0, 35.461, 10.891, 208.74, 1.072
2.182, 4.047, 3.114, 2.92, 8.425, 1.403, 3.828, 3.576, 2.704, 50.408, 2.333, 3.577, 1.141, 2.11, 2.876, 5.11, 2.116, 3.283, 2.331, 4.332, 3.071, 3.0, 4.774, 3.348, 2.839, 3.243, 2.0, 198.284, 18.343, 611.06, 0.0
2.187, 1.039, 4.765, 2.892, 6.604, 2.175, 2.502, 3.382, 2.09, 389.302, 3.763, 3.959, 2.944, 1.133, 2.42, 2.661, 2.257, 3.861, 2.187, 1.608, 4.885, 3.0, 1.212, 3.018, 1.739, 3.845, 2.0, 1721.657, 37.225, 30856.398, 1.609
2.77, 4.87, 3.756, 4.567, 6.745, 3.571, 3.141, 3.261, 2.174, 42.773, 2.017, 4.124, 2.866, 3.119, 2.453, 4.226, 2.766, 2.246, 2.854, 2.089, 2.437, 3.0, 5.581, 3.856, 2.384, 3.899, 2.0, 92.594, 14.833, 315.118, 0.536
