DATA, AA, ACAP, AEXP, B, CPLX, DOCU, ETAT, FLEX, KLOC, LTEX, PCAP, PCON, PLEX, PMAT, PR, PREC, PVOL, RELY, RESL, RUSE, SCED, SITE, STOR, TEAM, TIME, TOOL, EFFORT-, MONTHS-, DEFECTS-, RISKS-
4.057, 3.255, 3.573, 1.639, 4.738, 3.961, 2.831, 4.391, 2.766, 35.051, 1.14, 3.727, 1.228, 3.929, 2.463, 2.366, 2.404, 4.341, 4.833, 3.77, 2.032, 3.0, 1.72, 3.675, 1.228, 3.911, 2.0, 562.813, 26.106, 3444.279, 2.413
4.097, 3.09, 3.48, 2.549, 7.497, 3.943, 1.918, 4.871, 1.885, 293.802, 1.201, 3.697, 4.666, 2.35, 2.737, 5.072, 1.021, 3.872, 4.496, 3.322, 4.187, 3.0, 1.208, 3.015, 1.27, 3.41, 2.0, 3278.691, 46.708, 22523.658, 1.34
2.198, 5.724, 4.495, 1.922, 3.779, 3.419, 3.252, 3.643, 2.985, 187.602, 2.677, 3.678, 4.718, 2.226, 2.352, 3.85, 1.186, 4.115, 4.287, 4.389, 5.566, 3.0, 2.507, 3.014, 3.063, 3.217, 2.0, 835.514, 28.274, 3596.656, 0.536
2.423, 4.294, 4.003, 3.637, 8.141, 3.753, 4.999, 3.238, 3.298, 358.684, 3.278, 4.492, 3.265, 2.851, 2.171, 2.237, 1.19, 2.347, 3.443, 3.519, 2.56, 3.0, 3.222, 3.472, 3.986, 3.039, 2.0, 938.161, 29.465, 2984.615, 0.0
4.233, 5.009, 3.061, 4.415, 3.02, 5.18, 2.048, 1.258, 2.338, 259.595, 1.041, 3.906, 1.604, 3.799, 2.158, 1.426, 3.808, 4.547, 4.717, 2.84, 4.263, 3.0, 2.122, 3.387, 2.021, 3.604, 2.0, 1665.702, 35.115, 29618.096, 0.268
3.087, 5.663, 4.336, 4.186, 6.164, 4.43, 1.089, 4.275, 3.575, 73.507, 1.135, 3.311, 2.852, 3.014, 2.969, 5.247, 1.929, 4.697, 3.826, 1.882, 3.825, 3.0, 1.741, 3.143, 2.883, 3.69, 2.0, 466.906, 24.151, 3411.516, 0.536
4.395, 5.51, 4.805, 1.189, 4.331, 5.637, 2.733, 3.751, 4.115, 375.218, 2.959, 4.677, 1.999, 2.332, 2.067, 2.597, 2.156, 3.839, 4.465, 1.347, 2.299, 3.0, 4.764, 3.987, 3.699, 3.935, 2.0, 3182.869, 43.289, 14618.211, 0.536
2.039, 1.537, 4.953, 2.266, 8.147, 3.348, 3.975, 5.756, 2.842, 405.832, 3.845, 3.052, 2.522, 2.543, 2.644, 1.376, 3.042, 4.208, 4.792, 1.368, 5.324, 3.0, 3.484, 3.99, 4.077, 3.627, 2.0, 2373.925, 39.551, 10933.058, 0.0
3.941, 3.466, 4.03, 1.359, 9.135, 3.803, 1.606, 3.334, 2.155, 200.193, 3.029, 4.801, 1.81, 1.589, 2.069, 5.589, 1.969, 4.457, 4.453, 2.879, 3.143, 3.0, 3.199, 3.34, 3.901, 3.916, 2.0, 1205.352, 32.397, 11087.547, 0.536
4.572, 2.344, 4.423, 1.817, 8.211, 3.721, 3.678, 2.283, 2.303, 397.91, 2.892, 4.292, 4.444, 2.482, 2.739, 4.714, 1.11, 4.689, 4.546, 3.362, 2.302, 3.0, 5.219, 3.003, 3.374, 3.699, 2.0, 1009.736, 30.94, 6344.411, 0.536
3.537, 2.714, 4.464, 4.714, 5.304, 3.705, 3.26, 1.058, 4.701, 406.126, 2.77, 4.535, 3.77, 1.255, 2.851, 4.937, 3.443, 3.077, 3.702, 2.421, 5.464, 3.0, 3.239, 3.733, 1.212, 3.499, 2.0, 2049.389, 38.018, 13161.781, 0.0
3.001, 3.211, 4.117, 2.357, 3.156, 5.66, 3.903, 5.033, 3.833, 58.587, 3.042, 4.857, 1.427, 2.099, 2.144, 3.462, 2.638, 4.138, 4.661, 2.784, 2.286, 3.0, 5.531, 3.173, 1.426, 3.642, 2.0, 239.891, 19.91, 1235.864, 0.536
2.408, 1.403, 4.558, 3.043, 8.855, 4.219, 3.091, 5.44, 2.136, 394.132, 2.576, 4.811, 4.686, 2.692, 2.262, 1.895, 2.459, 3.889, 4.771, 2.585, 4.929, 3.0, 4.265, 3.5, 3.923, 3.645, 2.0, 1004.553, 30.815, 8261.099, 0.0
3.503, 2.372, 4.299, 3.455, 4.28, 4.56, 3.506, 2.866, 3.27, 108.955, 2.024, 3.882, 2.2, 1.558, 2.743, 1.004, 3.278, 2.721, 3.913, 1.054, 4.444, 3.0, 2.195, 3.501, 2.278, 3.944, 2.0, 1013.538, 30.794, 12824.499, 0.0
4.152, 2.707, 3.252, 3.399, 9.771, 5.666, 3.534, 4.084, 1.821, 201.927, 3.67, 4.743, 4.112, 1.549, 2.554, 4.456, 1.676, 4.371, 3.333, 4.296, 5.068, 3.0, 5.93, 3.469, 1.628, 3.069, 2.0, 894.79, 30.258, 5372.434, 0.0
3.457, 2.753, 3.328, 2.661, 7.425, 5.518, 3.278, 5.134, 1.805, 151.243, 3.71, 3.069, 2.169, 1.348, 2.099, 1.522, 1.593, 2.359, 4.897, 1.347, 4.815, 3.0, 2.478, 3.979, 1.318, 3.223, 2.0, 2239.344, 41.821, 17177.593, 0.804
4.66, 4.842, 3.223, 2.114, 4.534, 5.476, 3.429, 4.703, 1.038, 273.578, 1.991, 3.784, 2.06, 3.862, 2.753, 4.592, 1.552, 4.782, 4.774, 4.139, 3.934, 3.0, 5.007, 3.231, 2.473, 3.756, 2.0, 2526.438, 41.484, 11750.555, 0.268
3.743, 4.371, 4.134, 4.294, 6.18, 5.726, 1.788, 3.725, 3.539, 264.659, 2.41, 4.616, 3.69, 1.471, 2.301, 1.855, 1.552, 2.947, 4.907, 1.031, 2.956, 3.0, 4.038, 3.772, 4.283, 3.924, 2.0, 1218.606, 32.682, 8663.203, 0.0
3.576, 2.738, 3.515, 2.532, 9.556, 4.159, 1.039, 2.411, 3.3, 106.925, 2.212, 4.209, 2.311, 2.22, 2.482, 2.748, 2.786, 3.921, 3.823, 1.412, 2.944, 3.0, 3.856, 3.454, 3.277, 3.603, 2.0, 511.528, 24.67, 9085.203, 0.0
3.065, 4.698, 3.568, 2.971, 7.152, 3.403, 3.571, 1.74, 1.057, 212.369, 1.851, 3.794, 1.098, 1.584, 2.361, 1.622, 4.489, 3.293, 3.329, 4.954, 2.897, 3.0, 4.207, 3.666, 2.306, 3.719, 2.0, 985.939, 29.61, 5959.911, 0.268
3.519, 4.018, 3.804, 1.425, 3.293, 5.237, 2.536, 3.879, 2.697, 259.944, 1.168, 4.91, 1.464, 1.36, 2.016, 1.003, 1.222, 3.541, 3.095, 4.984, 4.007, 3.0, 4.917, 3.524, 4.421, 3.77, 2.0, 1141.769, 30.765, 15833.09, 0.536
4.93, 3.448, 4.372, 4.421, 9.697, 5.006, 1.924, 3.61, 2.021, 120.957, 2.838, 3.688, 3.608, 3.691, 2.315, 5.679, 3.485, 3.289, 3.261, 2.827, 3.879, 3.0, 5.721, 3.189, 1.229, 3.147, 2.0, 187.578, 18.507, 1980.962, 0.0
2.831, 1.149, 3.826, 3.275, 8.868, 4.72, 4.74, 3.733, 1.349, 96.668, 2.978, 3.685, 4.709, 3.843, 2.786, 1.34, 2.355, 2.934, 3.986, 2.991, 2.482, 3.0, 5.307, 3.198, 2.434, 3.661, 2.0, 418.416, 23.751, 843.568, 0.0
2.098, 3.817, 3.898, 2.205, 7.73, 3.762, 4.376, 4.095, 2.192, 60.883, 1.203, 3.702, 2.741, 2.717, 2.746, 3.827, 1.208, 4.384, 3.404, 4.258, 4.189, 3.0, 3.04, 3.443, 2.667, 3.132, 2.0, 636.777, 27.04, 1907.196, 0.268
2.164, 3.632, 4.334, 1.59, 5.576, 3.497, 3.476, 3.401, 1.607, 335.749, 3.274, 4.217, 2.183, 3.791, 2.014, 4.375, 3.177, 3.484, 4.042, 2.695, 3.69, 3.0, 3.378, 3.463, 4.957, 3.384, 2.0, 1116.138, 30.892, 4888.482, 0.536
2.234, 2.783, 4.392, 2.999, 5.743, 5.333, 2.746, 2.432, 1.187, 348.324, 3.487, 3.637, 3.76, 3.443, 2.493, 1.102, 3.404, 4.772, 4.978, 4.899, 4.2, 3.0, 2.616, 3.987, 4.133, 3.955, 2.0, 1718.348, 34.73, 9896.202, 0.0
2.305, 2.695, 3.023, 2.914, 7.964, 4.201, 4.929, 4.821, 3.584, 342.907, 2.118, 4.89, 1.599, 1.23, 2.838, 5.105, 1.319, 4.972, 3.767, 4.199, 3.303, 3.0, 2.851, 3.15, 3.037, 3.365, 2.0, 3104.548, 43.434, 10290.244, 0.0
4.108, 4.558, 3.51, 3.095, 8.417, 3.77, 2.098, 2.636, 2.028, 79.83, 2.476, 3.849, 1.579, 1.07, 2.435, 3.472, 3.099, 2.643, 4.53, 3.281, 4.382, 3.0, 4.362, 3.671, 3.107, 3.516, 2.0, 562.83, 25.559, 3225.752, 0.0
4.007, 1.758, 4.163, 4.904, 3.852, 3.797, 4.022, 5.585, 3.394, 353.771, 1.072, 4.379, 1.411, 2.053, 2.551, 4.846, 4.981, 2.169, 3.563, 2.288, 4.893, 3.0, 4.625, 3.625, 3.657, 3.187, 2.0, 1395.643, 32.063, 6094.361, 0.0
3.126, 5.582, 4.582, 4.141, 6.818, 3.713, 2.373, 3.578, 2.819, 362.694, 1.108, 3.26, 1.959, 2.928, 2.616, 1.811, 3.846, 2.129, 3.355, 3.143, 3.919, 3.0, 4.301, 3.199, 2.579, 3.361, 2.0, 1350.051, 33.27, 6048.7, 0.268
3.496, 2.392, 4.667, 2.867, 9.564, 5.493, 4.524, 3.829, 2.812, 27.69, 3.283, 4.191, 1.262, 1.029, 2.63, 4.282, 4.864, 3.819, 3.577, 1.927, 4.525, 3.0, 5.767, 3.804, 1.188, 3.886, 2.0, 203.494, 18.633, 961.975, 0.536
2.382, 5.522, 3.789, 2.74, 4.896, 3.232, 4.123, 3.464, 2.805, 250.131, 3.988, 4.095, 3.187, 3.835, 2.617, 5.813, 4.631, 2.487, 3.614, 3.385, 2.419, 3.0, 5.054, 3.72, 4.086, 3.085, 2.0, 609.366, 25.105, 506.246, 0.0
4.679, 2.957, 4.776, 3.89, 4.533, 4.684, 2.35, 1.005, 2.787, 307.984, 1.972, 3.243, 1.441, 2.345, 2.863, 2.212, 2.325, 4.743, 3.834, 4.283, 3.444, 3.0, 5.697, 3.74, 3.622, 3.016, 2.0, 1942.227, 36.034, 9661.726, 0.268
2.24, 4.244, 4.373, 3.878, 6.501, 3.029, 4.379, 5.248, 3.68, 159.825, 2.963, 3.301, 2.995, 1.852, 2.418, 5.849, 2.991, 3.415, 4.148, 2.581, 2.324, 3.0, 2.409, 3.328, 2.323, 3.506, 2.0, 610.12, 26.126, 1417.538, 0.0
4.884, 5.318, 3.685, 3.594, 6.277, 3.702, 2.017, 4.106, 4.923, 47.956, 2.061, 3.22, 1.014, 3.997, 2.85, 2.893, 4.33, 4.838, 4.208, 4.869, 2.46, 3.0, 4.766, 3.743, 2.763, 3.818, 2.0, 233.834, 18.591, 979.603, 0.0
2.357, 5.812, 3.925, 4.881, 8.342, 4.157, 3.498, 3.415, 4.376, 56.629, 1.598, 4.089, 3.017, 1.171, 2.259, 3.477, 2.422, 2.784, 3.065, 1.497, 4.695, 3.0, 1.376, 3.909, 3.026, 3.033, 2.0, 339.718, 21.598, 1732.578, 0.0
2.182, 1.787, 3.307, 3.88, 4.206, 4.96, 1.48, 4.555, 2.88, 392.411, 2.483, 3.896, 3.979, 1.376, 2.103, 4.185, 3.447, 2.424, 4.997, 2.475, 4.149, 3.0, 3.22, 3.752, 2.216, 3.08, 2.0, 1272.737, 32.777, 11685.788, 0.0
4.801, 2.909, 3.6, 3.602, 6.258, 5.58, 3.519, 2.226, 3.491, 333.31, 1.739, 3.941, 1.917, 1.144, 2.553, 1.436, 4.386, 4.582, 3.323, 3.742, 2.097, 3.0, 2.044, 3.186, 2.752, 3.769, 2.0, 2905.191, 40.392, 36170.672, 0.268
4.469, 2.176, 4.615, 2.494, 7.095, 3.418, 3.601, 3.829, 3.069, 26.238, 1.966, 4.923, 2.79, 3.495, 2.046, 2.224, 1.073, 3.601, 3.678, 2.979, 5.917, 3.0, 4.853, 3.563, 1.833, 3.752, 2.0, 219.638, 19.369, 1454.305, 0.536
2.906, 5.555, 4.808, 2.381, 7.409, 3.484, 4.681, 5.327, 2.737, 234.843, 2.564, 3.321, 4.262, 1.418, 2.601, 3.351, 4.375, 2.986, 4.689, 3.942, 5.689, 3.0, 3.588, 3.367, 4.269, 3.049, 2.0, 943.908, 28.134, 2504.978, 0.0
4.796, 1.239, 4.892, 2.612, 6.986, 5.824, 3.833, 4.87, 3.865, 165.662, 1.111, 3.025, 1.262, 3.712, 2.926, 2.622, 1.713, 4.662, 3.187, 1.092, 2.709, 3.0, 4.582, 3.542, 3.879, 3.702, 2.0, 1225.017, 32.535, 12509.022, 0.268
2.43, 1.094, 4.424, 3.107, 4.375, 4.817, 4.751, 2.767, 1.898, 264.576, 2.509, 4.801, 3.878, 1.371, 2.802, 2.37, 3.975, 3.09, 3.199, 4.568, 5.435, 3.0, 5.931, 3.283, 3.793, 3.79, 2.0, 954.075, 29.094, 3011.01, 0.0
2.505, 2.813, 4.888, 2.184, 5.088, 5.65, 1.59, 5.856, 1.489, 269.185, 3.832, 4.467, 4.429, 2.069, 2.012, 5.678, 4.305, 2.546, 3.189, 4.175, 2.885, 3.0, 3.505, 3.376, 2.981, 3.382, 2.0, 807.672, 27.671, 2930.641, 0.0
2.498, 5.184, 3.342, 2.643, 3.613, 3.506, 3.675, 2.558, 1.29, 111.714, 2.972, 3.339, 1.363, 2.888, 2.373, 4.325, 1.409, 3.241, 4.102, 4.122, 2.111, 3.0, 3.484, 3.346, 4.728, 3.463, 2.0, 531.07, 24.894, 1350.769, 0.0
2.636, 1.75, 4.068, 1.96, 6.591, 5.032, 3.834, 3.871, 1.593, 243.622, 3.085, 3.33, 4.705, 2.406, 2.781, 5.104, 4.956, 2.318, 3.046, 3.761, 3.867, 3.0, 3.377, 3.155, 4.313, 3.731, 2.0, 956.407, 28.987, 3119.162, 0.536
4.822, 5.746, 4.457, 3.722, 7.769, 3.432, 3.914, 3.793, 1.308, 277.278, 1.224, 4.614, 3.401, 3.986, 2.146, 2.518, 4.971, 2.299, 4.161, 2.215, 3.841, 3.0, 4.298, 3.191, 3.763, 3.977, 2.0, 1008.36, 30.571, 3612.292, 0.0
4.323, 5.286, 3.24, 3.144, 7.011, 4.122, 4.944, 5.271, 3.904, 339.587, 1.116, 3.956, 4.824, 2.802, 2.743, 5.802, 1.47, 2.645, 3.295, 2.577, 3.829, 3.0, 3.182, 3.815, 4.733, 3.328, 2.0, 2331.25, 38.903, 5526.734, 0.268
4.571, 4.671, 4.004, 3.047, 4.031, 5.735, 3.036, 3.639, 1.829, 161.503, 2.143, 3.352, 3.456, 2.66, 2.331, 2.941, 4.624, 2.333, 4.318, 1.199, 2.768, 3.0, 5.005, 3.251, 2.19, 3.321, 2.0, 1031.224, 31.827, 3734.941, 0.0
4.706, 4.875, 4.367, 2.436, 9.085, 4.588, 3.948, 5.286, 4.123, 88.002, 1.621, 3.406, 1.139, 3.735, 2.213, 3.526, 4.053, 4.959, 3.217, 4.047, 4.571, 3.0, 1.728, 3.109, 4.472, 3.308, 2.0, 785.463, 26.544, 5745.755, 0.268
2.915, 3.833, 4.894, 2.448, 3.868, 4.59, 1.989, 5.317, 3.155, 325.288, 3.863, 4.243, 1.792, 1.752, 2.524, 3.939, 1.897, 2.493, 3.242, 4.376, 4.077, 3.0, 5.786, 3.702, 4.506, 3.454, 2.0, 692.709, 26.345, 2984.404, 0.0
3.544, 3.578, 3.204, 4.76, 3.142, 5.506, 4.521, 1.688, 4.101, 27.222, 1.567, 4.018, 1.167, 3.893, 2.389, 4.911, 3.928, 4.578, 3.808, 4.219, 3.974, 3.0, 3.804, 3.21, 3.812, 3.541, 2.0, 190.648, 17.741, 795.706, 0.0
2.24, 2.788, 3.026, 4.874, 8.263, 4.303, 3.096, 1.155, 2.304, 25.606, 1.313, 3.1, 1.448, 3.2, 2.577, 3.758, 3.861, 4.253, 4.552, 4.651, 3.299, 3.0, 5.004, 3.347, 1.777, 3.399, 2.0, 140.576, 16.341, 438.335, 0.268
4.006, 5.199, 3.567, 1.021, 7.985, 3.805, 1.381, 3.114, 3.77, 201.592, 1.285, 4.993, 4.481, 2.13, 2.855, 3.014, 1.287, 4.333, 3.159, 3.975, 2.149, 3.0, 5.689, 3.369, 3.196, 3.832, 2.0, 724.589, 27.192, 3868.961, 0.536
4.531, 1.583, 4.196, 3.544, 6.583, 4.039, 2.313, 2.772, 1.612, 184.385, 1.543, 3.546, 3.874, 3.412, 2.384, 1.158, 2.311, 4.783, 4.385, 4.737, 3.861, 3.0, 5.676, 3.636, 4.629, 3.224, 2.0, 469.886, 23.374, 4127.612, 0.268
3.615, 2.304, 3.205, 2.711, 4.333, 4.754, 2.432, 2.582, 2.982, 147.081, 1.789, 3.545, 4.962, 2.227, 2.514, 2.153, 1.945, 3.542, 4.071, 1.414, 2.321, 3.0, 4.668, 3.789, 1.722, 3.098, 2.0, 731.666, 28.893, 7305.849, 0.804
3.64, 3.57, 4.231, 3.958, 8.513, 5.221, 2.49, 2.254, 2.591, 159.738, 2.545, 3.717, 1.843, 3.64, 2.272, 5.14, 4.804, 2.169, 3.781, 3.869, 2.162, 3.0, 1.445, 3.649, 1.683, 3.435, 2.0, 659.672, 26.312, 3746.357, 0.536
3.003, 1.615, 3.01, 3.056, 3.796, 5.733, 1.572, 3.785, 4.245, 113.772, 3.415, 4.567, 4.421, 2.861, 2.027, 2.062, 3.17, 4.324, 3.427, 4.199, 2.062, 3.0, 4.429, 3.753, 2.945, 3.936, 2.0, 269.338, 19.775, 3100.363, 0.0
2.927, 4.331, 3.998, 3.854, 5.732, 5.089, 1.052, 2.998, 3.038, 174.056, 2.994, 4.916, 2.841, 3.63, 2.986, 1.875, 3.643, 4.426, 4.206, 1.671, 5.801, 3.0, 5.148, 3.913, 2.289, 3.053, 2.0, 734.917, 27.711, 5384.352, 0.0
4.919, 5.473, 3.127, 4.001, 4.417, 5.319, 2.32, 4.4, 2.525, 197.298, 2.719, 3.81, 4.103, 1.095, 2.948, 4.21, 2.735, 2.496, 3.531, 3.884, 3.831, 3.0, 5.316, 3.085, 1.087, 3.226, 2.0, 1188.346, 32.341, 3840.164, 0.0
2.281, 3.937, 4.343, 3.442, 7.161, 5.534, 1.407, 2.696, 3.526, 188.342, 1.129, 4.732, 4.811, 1.324, 2.163, 4.844, 4.921, 3.299, 3.168, 3.831, 5.352, 3.0, 4.121, 3.239, 4.658, 3.718, 2.0, 351.328, 21.237, 4586.178, 0.0
3.577, 2.282, 3.112, 4.924, 5.083, 3.644, 2.633, 2.757, 3.734, 266.236, 2.227, 3.059, 2.296, 1.323, 2.686, 5.08, 3.352, 3.918, 3.464, 4.815, 2.903, 3.0, 4.876, 3.763, 2.328, 3.406, 2.0, 896.911, 28.515, 4763.472, 0.0
4.209, 4.561, 3.336, 3.622, 9.492, 4.233, 1.188, 1.165, 2.517, 112.837, 2.28, 3.357, 1.095, 3.168, 2.083, 2.114, 4.945, 3.59, 4.461, 3.545, 2.083, 3.0, 4.358, 3.696, 4.521, 3.845, 2.0, 494.687, 23.594, 3100.708, 0.0
2.072, 1.642, 4.123, 2.946, 9.306, 5.139, 1.457, 4.133, 2.13, 234.722, 3.688, 4.586, 1.506, 3.787, 2.175, 4.023, 2.864, 4.6, 3.276, 3.564, 2.355, 3.0, 3.211, 3.36, 3.34, 3.867, 2.0, 521.479, 24.678, 6320.792, 0.0
4.965, 1.241, 4.464, 4.881, 9.217, 4.303, 2.847, 1.892, 1.87, 362.541, 3.658, 4.819, 4.413, 3.569, 2.552, 2.151, 1.592, 4.039, 4.68, 3.25, 5.398, 3.0, 5.555, 3.158, 1.387, 3.006, 2.0, 666.249, 28.056, 7342.005, 0.0
3.285, 2.542, 3.821, 4.451, 6.032, 5.189, 3.629, 5.979, 4.0, 299.361, 1.816, 4.602, 4.292, 3.593, 2.783, 2.755, 3.521, 3.362, 4.139, 4.664, 4.124, 3.0, 5.817, 3.123, 4.774, 3.96, 2.0, 749.841, 25.816, 2453.678, 0.0
4.0, 3.595, 3.737, 4.267, 5.453, 4.227, 4.17, 4.867, 4.971, 249.975, 1.261, 4.044, 2.846, 1.95, 2.364, 2.227, 3.626, 4.578, 4.314, 3.681, 2.821, 3.0, 1.256, 3.011, 2.027, 3.951, 2.0, 1983.346, 36.391, 13972.916, 0.268
2.336, 3.225, 4.735, 1.395, 5.029, 5.942, 3.839, 2.776, 1.731, 347.07, 1.232, 4.38, 4.243, 3.963, 2.851, 1.126, 1.989, 2.222, 3.608, 3.093, 2.574, 3.0, 3.59, 3.414, 1.701, 3.21, 2.0, 1291.503, 33.673, 9128.196, 1.609
4.3, 1.262, 3.065, 1.204, 9.37, 3.858, 3.034, 5.654, 2.79, 39.197, 3.643, 4.906, 4.851, 1.404, 2.106, 4.301, 3.605, 3.168, 3.734, 3.887, 5.635, 3.0, 1.67, 3.717, 4.791, 3.466, 2.0, 277.68, 19.839, 1853.517, 0.536
2.329, 1.01, 4.467, 1.923, 6.354, 4.969, 4.014, 4.797, 1.454, 57.417, 2.338, 4.278, 1.566, 2.028, 2.961, 3.604, 3.156, 4.992, 3.091, 2.701, 5.782, 3.0, 3.253, 3.424, 4.693, 3.911, 2.0, 816.017, 28.18, 3732.197, 0.536
2.694, 5.937, 4.472, 1.115, 7.142, 5.865, 2.513, 5.861, 3.642, 416.918, 2.987, 4.433, 4.916, 1.054, 2.512, 3.383, 3.741, 3.949, 4.208, 1.975, 2.265, 3.0, 3.787, 3.097, 3.577, 3.128, 2.0, 1267.303, 31.468, 6320.556, 0.536
3.008, 1.359, 3.892, 1.1, 4.595, 5.419, 3.961, 5.832, 2.955, 383.193, 3.483, 4.029, 1.419, 3.44, 2.614, 4.043, 1.486, 4.833, 4.719, 3.119, 2.683, 3.0, 2.167, 3.883, 2.366, 3.25, 2.0, 6279.04, 54.828, 20725.611, 1.072
3.694, 3.332, 3.888, 4.083, 9.461, 4.987, 2.126, 5.765, 3.284, 18.567, 1.204, 3.967, 1.616, 1.648, 2.125, 5.974, 2.696, 3.22, 3.031, 3.258, 4.296, 3.0, 5.877, 3.247, 3.424, 3.474, 2.0, 94.947, 14.755, 462.349, 0.268
3.661, 3.831, 4.169, 4.445, 9.931, 5.415, 1.427, 2.992, 3.351, 220.257, 3.265, 3.408, 3.306, 2.587, 2.434, 3.962, 3.146, 2.971, 4.47, 3.37, 5.051, 3.0, 4.174, 3.639, 2.083, 3.669, 2.0, 796.746, 27.771, 7121.771, 0.0
2.038, 4.227, 3.488, 2.751, 8.944, 4.089, 2.279, 5.162, 4.705, 151.173, 1.674, 4.423, 1.3, 1.226, 2.995, 3.738, 1.489, 4.051, 4.439, 1.14, 3.999, 3.0, 1.645, 3.803, 2.944, 3.454, 2.0, 1199.377, 31.972, 11046.446, 0.268
3.429, 1.767, 4.088, 3.457, 6.548, 4.713, 4.677, 3.675, 1.162, 206.955, 2.768, 3.454, 2.536, 1.061, 2.793, 4.463, 4.01, 2.416, 3.284, 4.482, 4.219, 3.0, 2.905, 3.339, 3.602, 3.491, 2.0, 1464.803, 33.587, 5090.792, 0.0
